id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
280,dress (frock),noun,a1,nan,ഡ്രസ്സ് / ഉടുപ്പ്,ḍrass / uṭupp
281,drink (alcoholic beverage),noun,a1,nan,മദ്യം / പാനീയം,madyaṁ / pānīyaṁ
282,"driver (operator of vehicle, colloquial)",noun,a1,nan,ഡ്രൈവർ / വണ്ടിക്കാരൻ,ḍraivar / vaṇṭikkāran
283,"driver (operator of vehicle, formal)",noun,a1,nan,ഡ്രൈവർ / സാരഥി / വാഹനമോടിക്കുന്നയാൾ,ḍraivar / sārathi / vāhanamōṭikkunnayāḷ
284,during (the period of time),preposition,a1,nan,സമയത്ത് / കാലത്ത് / ഇടയിൽ,samayatt / kālatt / iṭayil
285,dvd,noun,a1,nan,ഡിവിഡി,ḍiviḍi
286,"each (as a determiner, e.g., each day)",determiner,a1,nan,ഓരോ,ōrō
287,"each (each one, individually)",adverb,a1,nan,ഓരോന്നായി,ōrōnnāyi
288,"each (each one, individually, for people)",pronoun,a1,nan,ഓരോരുത്തരും,ōrōruttaruṁ
289,each (one per person/item),pronoun,a1,nan,ഓരോന്നിനും,ōrōnninuṁ
290,each (per unit),pronoun,a1,nan,ഒന്നിന് / ഓരോന്നിനും,onnin / ōrōnninuṁ
291,each (per unit/for each one),determiner,a1,nan,ഓരോ / ഓരോന്നിനും,ōrō / ōrōnninuṁ
292,ear,noun,a1,nan,ചെവി / കർണ്ണം,cevi / karṇṇaṁ
293,early,adverb,a1,nan,നേരത്തെ,nēratte
294,"early (historical, primitive)",adjective,a1,nan,ആദ്യകാലത്തെ / പ്രാചീനമായ,ādyakālatte / prācīnamāya
295,early (initial or primitive),adjective,a1,nan,ആദ്യകാലത്തെ / പ്രാഥമികമായ,ādyakālatte / prāthamikamāya
296,early morning,noun,a1,nan,അതിരാവിലെ / പ്രഭാതം / പുലർച്ചെ,atirāvile / prabhātaṁ / pularcce
297,east,noun,a1,nan,കിഴക്ക് / പൂർവ്വം,kiḻakk / pūrvvaṁ
298,"east (adverbially, towards)",adverb,a1,nan,കിഴക്കോട്ട്,kiḻakkōṭṭ
299,east (eastern),adjective,a1,nan,കിഴക്കൻ / പൂർവ്വദേശീയമായ,kiḻakkan / pūrvvadēśīyamāya
300,east (moving toward the direction),adverb,a1,nan,കിഴക്കോട്ട്,kiḻakkōṭṭ
301,east (the direction),adverb,a1,nan,കിഴക്ക്,kiḻakk
302,"east (the direction, adj.)",adjective,a1,nan,കിഴക്കൻ,kiḻakkan
303,"east (the direction, noun)",noun,a1,nan,കിഴക്ക് / പൂർവ്വം,kiḻakk / pūrvvaṁ
304,eastern,adjective,a1,nan,കിഴക്കൻ / പൗരസ്ത്യമായ,kiḻakkan / paurastyamāya
305,easy (simple or straightforward nature),adjective,a1,nan,എളുപ്പമുള്ള / ലളിതമായ / സുഗമമായ,eḷuppamuḷḷa / laḷitamāya / sugamamāya
306,easy (simple or straightforward),adjective,a1,nan,എളുപ്പമുള്ള / ലളിതമായ / സുഗമമായ,eḷuppamuḷḷa / laḷitamāya / sugamamāya
307,eatery (simple dining place),noun,a1,nan,ഭക്ഷണശാല / ഹോട്ടൽ / ചായക്കട,bhakṣaṇaśāla / hōṭṭal / cāyakkaṭa
308,egg,noun,a1,nan,മുട്ട,muṭṭa
309,eight,number,a1,nan,എട്ട്,eṭṭ
310,eighteen,number,a1,nan,പതിനെട്ട്,patineṭṭ
311,eighty,number,a1,nan,എൺപത്,eṇpat
312,elephant,noun,a1,nan,ആന / ഗജം,āna / gajaṁ
313,eleven,number,a1,nan,പതിനൊന്ന്,patinonn
314,else (other or additional),adverb,a1,nan,വേറെ / മറ്റെന്തെങ്കിലും,vēṟe / maṟṟenteṅkiluṁ
315,else (otherwise),adverb,a1,nan,അല്ലെങ്കിൽ,alleṅkil
316,"end (conclusion, finish)",noun,a1,nan,അവസാനം / സമാപനം,avasānaṁ / samāpanaṁ
317,"end (physical extremity, tip)",noun,a1,nan,അറ്റം / തലപ്പ് / അഗ്രം,aṟṟaṁ / talapp / agraṁ
318,enough,adverb,a1,nan,മതിയായി / ആവശ്യത്തിന്,matiyāyi / āvaśyattin
319,enough (a sufficient quantity),pronoun,a1,nan,ആവശ്യത്തിന് / മതിയായത്,āvaśyattin / matiyāyat
320,"enough (stop, that is sufficient)",pronoun,a1,nan,മതി!,mati!
321,"enough! (stop, that's sufficient)",determiner,a1,nan,മതി!,mati!
322,euro,noun,a1,nan,യൂറോ,yūṟō
323,"even (more, better)",adverb,a1,nan,കൂടുതൽ / ഇതിലും,kūṭutal / itiluṁ
324,even (unexpectedly),adverb,a1,nan,പോലും / അപ്രതീക്ഷിതമായി,pōluṁ / apratīkṣitamāyi
325,"evening (common, colloquial)",noun,a1,nan,വൈകുന്നേരം,vaikunnēraṁ
326,"evening (formal, dusk)",noun,a1,nan,സന്ധ്യ / പ്രദോഷം,sandhya / pradōṣaṁ
327,event (happening),noun,a1,nan,സംഭവം,saṁbhavaṁ
328,event (planned function),noun,a1,nan,പരിപാടി / ചടങ്ങ്,paripāṭi / caṭaṅṅ
329,ever (always),adverb,a1,nan,എപ്പോഴും / സദാ,eppōḻuṁ / sadā
330,ever (at any time),adverb,a1,nan,എപ്പോഴെങ്കിലും,eppōḻeṅkiluṁ
331,every,determiner,a1,nan,ഓരോ / എല്ലാ,ōrō / ellā
332,everybody,pronoun,a1,nan,എല്ലാവരും,ellāvaruṁ
333,everyone,pronoun,a1,nan,എല്ലാവരും,ellāvaruṁ
334,"everything (colloquial, spoken)",pronoun,a1,nan,എല്ലാം,ellāṁ
335,"everything (standard, complete)",pronoun,a1,nan,എല്ലാം / സകലതും,ellāṁ / sakalatuṁ
336,"exam (test, quiz)",noun,a1,nan,പരീക്ഷ / ടെസ്റ്റ്,parīkṣa / ṭesṟṟ
337,"example (instance, illustration)",noun,a1,nan,ഉദാഹരണം / ദൃഷ്ടാന്തം,udāharaṇaṁ / dr̥ṣṭāntaṁ
338,"example (model, pattern)",noun,a1,nan,മാതൃക / ഉദാഹരണം,mātr̥ka / udāharaṇaṁ
339,excited (eagerly anticipating),adjective,a1,nan,ആകാംഷയുള്ള / ആവേശഭരിതമായ,ākāṁṣayuḷḷa / āvēśabharitamāya
340,"exciting (interesting, inspiring)",adjective,a1,nan,ആവേശകരമായ / പ്രചോദനം നൽകുന്ന,āvēśakaramāya / pracōdanaṁ nalkunna
341,"exciting (thrilling, adventurous)",adjective,a1,nan,ആവേശകരമായ / ഉദ്വേഗജനകമായ,āvēśakaramāya / udvēgajanakamāya
342,exercise (physical activity),noun,a1,nan,വ്യായാമം / കായികാഭ്യാസം,vyāyāmaṁ / kāyikābhyāsaṁ
343,exercise (practice problem),noun,a1,nan,അഭ്യാസം / പരിശീലനം,abhyāsaṁ / pariśīlanaṁ
344,expensive,adjective,a1,nan,വിലകൂടിയ / ചെലവേറിയ,vilakūṭiya / celavēṟiya
345,extra,adjective,a1,nan,അധികം / കൂടുതൽ / എക്സ്ട്രാ,adhikaṁ / kūṭutal / eksṭrā
346,eye,noun,a1,nan,കണ്ണ് / നേത്രം,kaṇṇ / nētraṁ
347,fact,noun,a1,nan,വസ്തുത / യാഥാർത്ഥ്യം,vastuta / yāthārtthyaṁ
348,false (not true),adjective,a1,nan,തെറ്റായ / വ്യാജമായ / കള്ളമായ,teṟṟāya / vyājamāya / kaḷḷamāya
349,family,noun,a1,nan,കുടുംബം / തറവാട്,kuṭuṁbaṁ / taṟavāṭ
350,fantastic (excellent),adjective,a1,nan,മികച്ച / ഗംഭീരമായ / കേമം / അതിഗംഭീരമായ,mikacca / gaṁbhīramāya / kēmaṁ / atigaṁbhīramāya
351,far (extent or degree),adverb,a1,nan,ദൂരെ / അകലെ / വളരെ,dūre / akale / vaḷare
352,farm,noun,a1,nan,കൃഷിത്തോട്ടം / കൃഷിസ്ഥലം / ഫാം,kr̥ṣittōṭṭaṁ / kr̥ṣisthalaṁ / phāṁ
353,farmer,noun,a1,nan,കർഷകൻ / കൃഷിക്കാരൻ,karṣakan / kr̥ṣikkāran
354,farmer (formal),noun,a1,nan,കർഷകൻ / കൃഷിക്കാരൻ,karṣakan / kr̥ṣikkāran
355,fast (securely fixed),adjective,a1,nan,ഉറപ്പുള്ള / ദൃഢമായ / മുറുക്കിയ,uṟappuḷḷa / dr̥ḍhamāya / muṟukkiya
356,"fast (speedy, rapid)",adverb,a1,nan,വേഗത്തിൽ / അതിവേഗം,vēgattil / ativēgaṁ
357,father (colloquial),noun,a1,nan,അച്ഛൻ / അപ്പാ / വാപ്പ,acchan / appā / vāppa
358,father (formal),noun,a1,nan,പിതാവ് / ജനകൻ,pitāv / janakan
359,"father (formal, biological)",noun,a1,nan,പിതാവ് / ജനകൻ,pitāv / janakan
360,favourite,noun,a1,nan,ഇഷ്ടപ്പെട്ടത് / പ്രിയപ്പെട്ടത്,iṣṭappeṭṭat / priyappeṭṭat
361,february,noun,a1,nan,ഫെബ്രുവരി,phebruvari
362,feeding,noun,a1,nan,ഭക്ഷണം നൽകൽ / തീറ്റ / പോഷണം,bhakṣaṇaṁ nalkal / tīṟṟa / pōṣaṇaṁ
363,"feeling (emotion, sentiment)",noun,a1,nan,വികാരം / തോന്നൽ / അനുഭവം,vikāraṁ / tōnnal / anubhavaṁ
364,feeling (physical sensation),noun,a1,nan,സ്പർശനം / തോന്നൽ / അനുഭവം,sparśanaṁ / tōnnal / anubhavaṁ
365,few,determiner,a1,nan,കുറച്ച് / ചുരുക്കം,kuṟacc / curukkaṁ
366,"few (a small number, 'a few')",pronoun,a1,nan,കുറച്ചെണ്ണം / ചുരുക്കം ചിലത്,kuṟacceṇṇaṁ / curukkaṁ cilat
367,"few (negative, scarcity)",adjective,a1,nan,കുറഞ്ഞ / ചുരുങ്ങിയ,kuṟañña / curuṅṅiya
368,fifteen,number,a1,nan,പതിനഞ്ച്,patinañc
369,fifth,ordinal number,a1,nan,അഞ്ചാമത്തെ,añcāmatte
370,fifty,number,a1,nan,അമ്പത്,ampat
371,film (movie),noun,a1,nan,സിനിമ / ചലച്ചിത്രം / ചിത്രം,sinima / calaccitraṁ / citraṁ
372,film (thin layer),noun,a1,nan,പാളി / നേരിയ ആവരണം,pāḷi / nēriya āvaraṇaṁ
373,"final (exam, match)",adjective,a1,nan,അവസാനത്തെ / അന്തിമമായ,avasānatte / antimamāya
374,"fine (thin, granular)",adjective,a1,nan,നേരിയ / സൂക്ഷ്മമായ / പൊടിഞ്ഞ,nēriya / sūkṣmamāya / poṭiñña
375,fire,noun,a1,nan,തീ / അഗ്നി,tī / agni
376,"first (at first, initially)",adverb,a1,nan,ആദ്യം / പ്രാരംഭത്തിൽ,ādyaṁ / prāraṁbhattil
377,"first (initially, at the start)",adverb,a1,nan,ആദ്യം / തുടക്കത്തിൽ,ādyaṁ / tuṭakkattil
378,"first (initially, before starting)",determiner,a1,nan,ആദ്യത്തെ,ādyatte
379,first (ordinal number),determiner,a1,nan,ഒന്നാമത്തെ,onnāmatte
380,fish,noun,a1,nan,മീൻ / മത്സ്യം,mīn / matsyaṁ
381,flat,noun,a1,nan,നിരപ്പ്,nirapp
382,flat (apartment),noun,a1,nan,ഫ്ലാറ്റ് / അപ്പാർട്ട്മെന്റ്,phlāṟṟ / appārṭṭmenṟ
383,flight (act of flying),noun,a1,nan,പറക്കൽ / വ്യോമയാനം,paṟakkal / vyōmayānaṁ
384,flight (airplane journey),noun,a1,nan,ഫ്ലൈറ്റ് / വിമാനയാത്ര,phlaiṟṟ / vimānayātra
385,floor (story of a building),noun,a1,nan,നില / ഫ്ലോർ,nila / phlōr
386,floor (surface of a room),noun,a1,nan,തറ / ഫ്ലോർ,taṟa / phlōr
387,flower,noun,a1,nan,പൂവ് / പുഷ്പം,pūv / puṣpaṁ
388,"food (meal, main course)",noun,a1,nan,ഭക്ഷണം / ആഹാരം,bhakṣaṇaṁ / āhāraṁ
389,food (sustenance),noun,a1,nan,ആഹാരം / ഭക്ഷണം,āhāraṁ / bhakṣaṇaṁ
390,foot (base of object),noun,a1,nan,അടിഭാഗം / പാദം / ചുവട്,aṭibhāgaṁ / pādaṁ / cuvaṭ
391,football,noun,a1,nan,ഫുട്ബോൾ,phuṭbōḷ
392,"for (cost, exchange)",preposition,a1,nan,വേണ്ടി / ആയി,vēṇṭi / āyi
393,for (duration of time),preposition,a1,nan,ആയി,āyi
394,"for (purpose, recipient)",preposition,a1,nan,വേണ്ടി,vēṇṭi
395,"forest (general, jungle)",noun,a1,nan,കാട് / വനം,kāṭ / vanaṁ
396,form (document),noun,a1,nan,ഫോം,phōṁ
397,"form (physical structure, appearance)",noun,a1,nan,രൂപം / ആകൃതി,rūpaṁ / ākr̥ti
398,form (shape),noun,a1,nan,ആകൃതി / രൂപം,ākr̥ti / rūpaṁ
399,forty,number,a1,nan,നാല്പത്,nālpat
400,four,number,a1,nan,നാല്,nāl
401,fourteen,number,a1,nan,പതിനാല്,patināl
402,free (not costing money),adjective,a1,nan,സൗജന്യമായ / ചെലവില്ലാത്ത,saujanyamāya / celavillātta
403,"free (unconstrained, independent)",adjective,a1,nan,സ്വതന്ത്രമായ / മുക്തമായ,svatantramāya / muktamāya
404,"fresh (new, not stale)",adjective,a1,nan,പുതിയ / ശുദ്ധമായ / പുതുമയുള്ള,putiya / śuddhamāya / putumayuḷḷa
405,friday,noun,a1,nan,വെള്ളിയാഴ്ച / വെള്ളി,veḷḷiyāḻca / veḷḷi
406,fridge,noun,a1,nan,ഫ്രിഡ്ജ് / റഫ്രിജറേറ്റർ,phriḍj / ṟaphrijaṟēṟṟar
407,friend (female),noun,a1,nan,കൂട്ടുകാരി / തോഴി / സഖി,kūṭṭukāri / tōḻi / sakhi
408,"friend (formal, neutral)",noun,a1,nan,സുഹൃത്ത് / മിത്രം,suhr̥tt / mitraṁ
409,friend (male),noun,a1,nan,കൂട്ടുകാരൻ / സ്നേഹിതൻ,kūṭṭukāran / snēhitan
410,friendly,adjective,a1,nan,സൗഹൃദപരമായ / സ്നേഹമുള്ള,sauhr̥daparamāya / snēhamuḷḷa
411,from,preposition,a1,nan,നിന്ന് / നിന്നും,ninn / ninnuṁ
412,front,noun,a1,nan,മുൻഭാഗം / മുൻവശം,munbhāgaṁ / munvaśaṁ
413,fruit (edible item),noun,a1,nan,പഴം / ഫലം,paḻaṁ / phalaṁ
414,"fruit (result, outcome)",noun,a1,nan,ഫലം / പരിണിതഫലം,phalaṁ / pariṇitaphalaṁ
415,full (satiated),adjective,a1,nan,വയറുനിറഞ്ഞ / മതിയായ,vayaṟuniṟañña / matiyāya
416,"fun (joy, happiness)",noun,a1,nan,സന്തോഷം / വിനോദം,santōṣaṁ / vinōdaṁ
417,funny (humorous),adjective,a1,nan,തമാശയുള്ള / രസകരമായ,tamāśayuḷḷa / rasakaramāya
418,funny (strange or odd),adjective,a1,nan,വിചിത്രമായ,vicitramāya
419,future,noun,a1,nan,ഭാവി,bhāvi
420,future (noun),noun,a1,nan,ഭാവി / ഭാവികാലം,bhāvi / bhāvikālaṁ
421,"game (activity, match)",noun,a1,nan,കളി / മത്സരം,kaḷi / matsaraṁ
422,"game (video, digital)",noun,a1,nan,ഗെയിം / വീഡിയോ ഗെയിം,geyiṁ / vīḍiyō geyiṁ
423,garden,noun,a1,nan,പൂന്തോട്ടം / തോട്ടം,pūntōṭṭaṁ / tōṭṭaṁ
424,geography,noun,a1,nan,ഭൂമിശാസ്ത്രം,bhūmiśāstraṁ
425,"girl (female minor, child)",noun,a1,nan,പെൺകുട്ടി / ബാലിക / കുട്ടി,peṇkuṭṭi / bālika / kuṭṭi
426,"girl (female minor, formal, legal)",noun,a1,nan,ബാലിക / പെൺകുട്ടി,bālika / peṇkuṭṭi
427,"girlfriend (female friend, platonic)",noun,a1,nan,കൂട്ടുകാരി / സുഹൃത്ത് / പെൺസുഹൃത്ത്,kūṭṭukāri / suhr̥tt / peṇsuhr̥tt
428,glass (drinking vessel),noun,a1,nan,ഗ്ലാസ് / പാനപാത്രം,glās / pānapātraṁ
429,glass (material),noun,a1,nan,ചില്ല് / സ്ഫടികം,cill / sphaṭikaṁ
430,"good (excellent, high quality)",adjective,a1,nan,നല്ല / മികച്ച / ഉത്തമമായ,nalla / mikacca / uttamamāya
431,"good (nice, pleasant)",adjective,a1,nan,നല്ല / സുഖകരമായ / മനോഹരമായ,nalla / sukhakaramāya / manōharamāya
432,"goodbye (general, polite or formal)",exclamation,a1,nan,വിട / പോയിവരാം / നമസ്കാരം,viṭa / pōyivarāṁ / namaskāraṁ
433,goodbye (polite departure phrase),noun,a1,nan,വിടവാങ്ങൽ / യാത്രയയപ്പ്,viṭavāṅṅal / yātrayayapp
434,goodbye (when the speaker is leaving temporarily),exclamation,a1,nan,പോയിവരാം / ഉടൻ കാണാം,pōyivarāṁ / uṭan kāṇāṁ
435,grandfather (maternal),noun,a1,nan,അപ്പൂപ്പൻ / മുത്തച്ഛൻ,appūppan / muttacchan
436,grandfather (paternal),noun,a1,nan,മുത്തച്ഛൻ / അപ്പൂപ്പൻ,muttacchan / appūppan
437,grandmother (maternal),noun,a1,nan,അമ്മൂമ്മ / മുത്തശ്ശി,ammūmma / muttaśśi
438,grandmother (paternal),noun,a1,nan,മുത്തശ്ശി / അമ്മൂമ്മ,muttaśśi / ammūmma
439,"great (excellent, wonderful)",adjective,a1,nan,ഗംഭീരമായ / മികച്ച / അടിപൊളി,gaṁbhīramāya / mikacca / aṭipoḷi
440,"great (general approval, good)",adjective,a1,nan,നല്ല / മികച്ച / കൊള്ളാം,nalla / mikacca / koḷḷāṁ
441,"great (large, big)",adjective,a1,nan,വലിയ / മഹത്തായ,valiya / mahattāya
