english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
cow,noun,ಹಸು / ಗೋವು,hasu / gōvu,,a2
cream (lotion or ointment),noun,ಕ್ರೀಮ್ / ಲೇಪನ / ಮುಲಾಮು,krīm / lēpana / mulāmu,,a2
culture,noun,ಸಂಸ್ಕೃತಿ / ಸಂಪ್ರದಾಯ,saṁskr̥ti / saṁpradāya,,a2
cup,noun,ಬಟ್ಟಲು / ಲೋಟ,baṭṭalu / lōṭa,,a2
cup (loanword),noun,ಕಪ್,kap,,a2
customer,noun,ಗ್ರಾಹಕ / ಕಸ್ಟಮರ್,grāhaka / kasṭamar,,a2
cycle (vehicle),noun,ಸೈಕಲ್ / ಬೈಸಿಕಲ್,saikal / baisikal,,a2
dad,noun,ಅಪ್ಪ / ಅಪ್ಪಾಜಿ,appa / appāji,,a2
dad (common spoken),noun,ಅಪ್ಪ / ಡ್ಯಾಡಿ,appa / ḍyāḍi,,a2
dancer (female),noun,ನರ್ತಕಿ / ನೃತ್ಯಗಾರ್ತಿ,nartaki / nr̥tyagārti,,a2
dancer (male),noun,ನರ್ತಕ / ನೃತ್ಯಗಾರ,nartaka / nr̥tyagāra,,a2
dancing (general act),noun,ಕುಣಿತ / ನೃತ್ಯ,kuṇita / nr̥tya,,a2
"dancing (performance, classical)",noun,ನೃತ್ಯ / ನರ್ತನ,nr̥tya / nartana,,a2
dangerous,adjective,ಅಪಾಯಕಾರಿ / ಅಪಾಯಕರ,apāyakāri / apāyakara,,a2
dark (deep in color),adjective,ಗಾಢ,gāḍha,,a2
date (calendar time),noun,ದಿನಾಂಕ,dināṁka,,a2
date (fruit),noun,ಖರ್ಜೂರ,kharjūra,,a2
daughter,noun,ಮಗಳು / ಪುತ್ರಿ,magaḷu / putri,,a2
day (24-hour period),noun,ದಿನ,dina,,a2
"day (daytime, light period)",noun,ಹಗಲು,hagalu,,a2
"dear (addressing someone in speech, writing)",adjective,ಪ್ರಿಯ,priya,,a2
dear (beloved),adjective,ಪ್ರಿಯವಾದ / ಆತ್ಮೀಯ,priyavāda / ātmīya,,a2
december,noun,ಡಿಸೆಂಬರ್,ḍiseṁbar,,a2
decision (common choice),noun,ನಿರ್ಧಾರ / ತೀರ್ಮಾನ,nirdhāra / tīrmāna,,a2
description,noun,ವಿವರಣೆ / ವರ್ಣನೆ / ನಿರೂಪಣೆ,vivaraṇe / varṇane / nirūpaṇe,,a2
"design (pattern, style)",noun,ನಮೂನೆ / ಶೈಲಿ / ವಿನ್ಯಾಸ,namūne / śaili / vinyāsa,,a2
"design (plan, structure)",noun,ವಿನ್ಯಾಸ / ಯೋಜನೆ / ರಚನೆ,vinyāsa / yōjane / racane,,a2
desk,noun,ಮೇಜು / ಡೆಸ್ಕ್,mēju / ḍesk,,a2
detail,noun,ವಿವರ / ಅಂಶ / ಮಾಹಿತಿ,vivara / aṁśa / māhiti,,a2
"dialogue (script, film)",noun,ಸಂಭಾಷಣೆ / ಮಾತುಕತೆ,saṁbhāṣaṇe / mātukate,,a2
dictionary,noun,ನಿಘಂಟು / ಕೋಶ,nighaṁṭu / kōśa,,a2
diet (restrictive eating plan),noun,ಆಹಾರ ನಿಯಮ / ಪಥ್ಯ / ಡಯಟ್,āhāra niyama / pathya / ḍayaṭ,,a2
difference,noun,ವ್ಯತ್ಯಾಸ / ಭಿನ್ನತೆ / ಬೇರೆತನ,vyatyāsa / bhinnate / bēretana,,a2
dinner,noun,ರಾತ್ರಿ ಊಟ / ಭೋಜನ,rātri ūṭa / bhōjana,,a2
"dish (plate, container)",noun,ತಟ್ಟೆ / ಪಾತ್ರೆ,taṭṭe / pātre,,a2
dish (prepared food),noun,ಖಾದ್ಯ / ತಿಂಡಿ / ಅಡುಗೆ,khādya / tiṁḍi / aḍuge,,a2
dog,noun,ನಾಯಿ / ಶ್ವಾನ,nāyi / śvāna,,a2
dollar,noun,ಡಾಲರ್,ḍālar,,a2
door,noun,ಬಾಗಿಲು / ಕದ / ದ್ವಾರ,bāgilu / kada / dvāra,,a2
down,preposition,ಕೆಳಗೆ / ಕೆಳಕ್ಕೆ,keḷage / keḷakke,,a2
"down (emotionally, sad)",adverb,ಖಿನ್ನವಾಗಿ / ದುಃಖಿತವಾಗಿ / ಬೇಸರದಿಂದ,khinnavāgi / duḥkhitavāgi / bēsaradiṁda,,a2
downstairs (location),adverb,ಕೆಳಮಹಡಿಯಲ್ಲಿ / ಕೆಳಗೆ,keḷamahaḍiyalli / keḷage,,a2
dress (clothing),noun,ಬಟ್ಟೆ / ಉಡುಗೆ / ವಸ್ತ್ರ,baṭṭe / uḍuge / vastra,,a2
"dress (clothing, attire)",noun,ಉಡುಗೆ / ಬಟ್ಟೆ / ವಸ್ತ್ರ,uḍuge / baṭṭe / vastra,,a2
dress (frock or gown),noun,ಗೌನ್ / ಉಡುಗೆ,gaun / uḍuge,,a2
dress (frock),noun,ಫ್ರಾಕ್ / ಉಡುಗೆ,phrāk / uḍuge,,a2
drink (alcoholic beverage),noun,ಮದ್ಯ / ಹೆಂಡ / ಶರಾಬು,madya / heṁḍa / śarābu,,a2
"driver (operator of vehicle, colloquial)",noun,ಡ್ರೈವರ್ / ಚಾಲಕ,ḍraivar / cālaka,,a2
"driver (operator of vehicle, formal)",noun,ಚಾಲಕ / ಸಾರಥಿ,cālaka / sārathi,,a2
during (the period of time),preposition,ಸಮಯದಲ್ಲಿ / ವೇಳೆ,samayadalli / vēḷe,,a2
dvd,noun,ಡಿವಿಡಿ,ḍiviḍi,,a2
"each (as a determiner, e.g., each day)",determiner,ಪ್ರತಿ,prati,,a2
"each (each one, individually)",adverb,ಪ್ರತಿಯೊಂದೂ / ಒಂದೊಂದಾಗಿ,pratiyoṁdū / oṁdoṁdāgi,,a2
"each (each one, individually, for people)",pronoun,ಪ್ರತಿಯೊಬ್ಬ,pratiyobba,,a2
each (one per person/item),pronoun,ಒಂದಕ್ಕೆ / ಒಬ್ಬೊಬ್ಬರಿಗೆ,oṁdakke / obbobbarige,,a2
each (per unit),pronoun,ಪ್ರತಿಯೊಬ್ಬರೂ / ಪ್ರತಿಯೊಂದೂ,pratiyobbarū / pratiyoṁdū,,a2
each (per unit/for each one),determiner,ಪ್ರತಿಯೊಂದಕ್ಕೆ / ಪ್ರತಿ ಯೂನಿಟ್‌ಗೆ,pratiyoṁdakke / prati yūniṭge,,a2
ear,noun,ಕಿವಿ,kivi,,a2
early,adverb,ಬೇಗ / ಮುಂಚೆ,bēga / muṁce,,a2
"early (historical, primitive)",adjective,ಪೂರ್ವದ / ಆದಿಯ,pūrvada / ādiya,,a2
early (initial or primitive),adjective,ಆರಂಭದ / ಪ್ರಾಥಮಿಕ,āraṁbhada / prāthamika,,a2
early morning,noun,ಬೆಳಗ್ಗೆ / ಮುಂಜಾನೆ / ಪ್ರಭಾತ,beḷagge / muṁjāne / prabhāta,,a2
east,noun,ಪೂರ್ವ / ಪೂರ್ವದಿಕ್ಕು,pūrva / pūrvadikku,,a2
"east (adverbially, towards)",adverb,ಪೂರ್ವಕ್ಕೆ,pūrvakke,,a2
east (eastern),adjective,ಪೂರ್ವ / ಪೂರ್ವದ,pūrva / pūrvada,,a2
east (moving toward the direction),adverb,ಪೂರ್ವಕ್ಕೆ,pūrvakke,,a2
east (the direction),adverb,ಪೂರ್ವಕ್ಕೆ / ಪೂರ್ವದಿಕ್ಕಿಗೆ,pūrvakke / pūrvadikkige,,a2
"east (the direction, adj.)",adjective,ಪೂರ್ವದ,pūrvada,,a2
"east (the direction, noun)",noun,ಪೂರ್ವ,pūrva,,a2
eastern,adjective,ಪೂರ್ವದ,pūrvada,,a2
easy (simple or straightforward nature),adjective,ಸುಲಭ / ಸರಳ / ಸಲೀಸು,sulabha / saraḷa / salīsu,,a2
easy (simple or straightforward),adjective,ಸುಲಭ / ಸರಳ / ಅನುಕೂಲ,sulabha / saraḷa / anukūla,,a2
eatery (simple dining place),noun,ಹೋಟೆಲ್ / ಉಪಹಾರ ಮಂದಿರ / ಊಟದ ಮನೆ,hōṭel / upahāra maṁdira / ūṭada mane,,a2
egg,noun,ಮೊಟ್ಟೆ,moṭṭe,,a2
eight,number,ಎಂಟು,eṁṭu,,a2
eighteen,number,ಹದಿನೆಂಟು,hadineṁṭu,,a2
eighty,number,ಎಂಭತ್ತು,eṁbhattu,,a2
elephant,noun,ಆನೆ,āne,,a2
eleven,number,ಹನ್ನೊಂದು,hannoṁdu,,a2
else (other or additional),adverb,ಬೇರೆ / ಇತರ,bēre / itara,,a2
else (otherwise),adverb,ಇಲ್ಲವಾದರೆ / ಅಥವಾ,illavādare / athavā,,a2
"end (conclusion, finish)",noun,ಅಂತ್ಯ / ಮುಕ್ತಾಯ / ಕೊನೆ,aṁtya / muktāya / kone,,a2
"end (physical extremity, tip)",noun,ತುದಿ / ಕೊನೆ / ದಂಡೆ,tudi / kone / daṁḍe,,a2
enough,adverb,ಸಾಕು / ಸಮರ್ಪಕವಾಗಿ,sāku / samarpakavāgi,,a2
enough (a sufficient quantity),pronoun,ಬೇಕಾದಷ್ಟು / ಸಮರ್ಪಕ ಪ್ರಮಾಣ,bēkādaṣṭu / samarpaka pramāṇa,,a2
"enough (stop, that is sufficient)",pronoun,ಸಾಕು,sāku,,a2
"enough! (stop, that's sufficient)",determiner,ಸಾಕು,sāku,,a2
euro,noun,ಯೂರೋ,yūrō,,a2
"even (more, better)",adverb,ಇನ್ನೂ / ಹೆಚ್ಚು,innū / heccu,,a2
even (unexpectedly),adverb,ಕೂಡ / ಸಹ,kūḍa / saha,,a2
"evening (common, colloquial)",noun,ಸಂಜೆ / ಸಾಯಂಕಾಲ,saṁje / sāyaṁkāla,,a2
"evening (formal, dusk)",noun,ಸಾಯಂಕಾಲ / ಮುಸ್ಸಂಜೆ / ಸಂಜೆ,sāyaṁkāla / mussaṁje / saṁje,,a2
event (happening),noun,ಘಟನೆ / ಸಂಭವ,ghaṭane / saṁbhava,,a2
event (planned function),noun,ಕಾರ್ಯಕ್ರಮ / ಸಮಾರಂಭ,kāryakrama / samāraṁbha,,a2
ever (always),adverb,ಯಾವಾಗಲೂ / ಸದಾ,yāvāgalū / sadā,,a2
ever (at any time),adverb,ಎಂದಾದರೂ / ಯಾವಾಗಲಾದರೂ,eṁdādarū / yāvāgalādarū,,a2
every,determiner,ಪ್ರತಿ / ಪ್ರತಿಯೊಂದು / ಎಲ್ಲಾ,prati / pratiyoṁdu / ellā,,a2
everybody,pronoun,ಎಲ್ಲರೂ / ಪ್ರತಿಯೊಬ್ಬರೂ / ಸಕಲರೂ,ellarū / pratiyobbarū / sakalarū,,a2
everyone,pronoun,ಎಲ್ಲರೂ / ಪ್ರತಿಯೊಬ್ಬರೂ / ಸಕಲರೂ,ellarū / pratiyobbarū / sakalarū,,a2
"everything (colloquial, spoken)",pronoun,ಎಲ್ಲಾ / ಎಲ್ಲವೂ,ellā / ellavū,,a2
"everything (standard, complete)",pronoun,ಎಲ್ಲವೂ / ಸಮಸ್ತ / ಸಕಲವೂ,ellavū / samasta / sakalavū,,a2
"exam (test, quiz)",noun,ಪರೀಕ್ಷೆ / ಟೆಸ್ಟ್,parīkṣe / ṭesṭ,,a2
"example (instance, illustration)",noun,ಉದಾಹರಣೆ / ದೃಷ್ಟಾಂತ,udāharaṇe / dr̥ṣṭāṁta,,a2
"example (model, pattern)",noun,ಮಾದರಿ / ನಮೂನೆ,mādari / namūne,,a2
excited (eagerly anticipating),adjective,ಉತ್ಸುಕ / ಸಂತೋಷಗೊಂಡ / ಉಲ್ಲಾಸಗೊಂಡ,utsuka / saṁtōṣagoṁḍa / ullāsagoṁḍa,,a2
"exciting (interesting, inspiring)",adjective,ಆಸಕ್ತಿಕರ / ಪ್ರೇರಕ / ಕುತೂಹಲಕಾರಿ,āsaktikara / prēraka / kutūhalakāri,,a2
"exciting (thrilling, adventurous)",adjective,ರೋಮಾಂಚಕಾರಿ / ಉತ್ತೇಜಕ / ಸಾಹಸಮಯ,rōmāṁcakāri / uttējaka / sāhasamaya,,a2
exercise (physical activity),noun,ವ್ಯಾಯಾಮ / ಕಸರತ್ತು,vyāyāma / kasarattu,,a2
exercise (practice problem),noun,ಅಭ್ಯಾಸ / ಕಸರತ್ತು,abhyāsa / kasarattu,,a2
expensive,adjective,ದುಬಾರಿ / ಹೆಚ್ಚು ಬೆಲೆಯ,dubāri / heccu beleya,,a2
extra,adjective,ಹೆಚ್ಚುವರಿ / ಹೆಚ್ಚು / ಅಧಿಕ,heccuvari / heccu / adhika,,a2
eye,noun,ಕಣ್ಣು,kaṇṇu,,a2
fact,noun,ಸತ್ಯ / ವಾಸ್ತವ / ನಿಜಾಂಶ,satya / vāstava / nijāṁśa,,a2
false (not true),adjective,ಸುಳ್ಳು / ತಪ್ಪು / ಸತ್ಯವಲ್ಲದ,suḷḷu / tappu / satyavallada,,a2
family,noun,ಕುಟುಂಬ / ಸಂಸಾರ / ಮನೆ,kuṭuṁba / saṁsāra / mane,,a2
fantastic (excellent),adjective,ಅದ್ಭುತ / ಅತ್ಯುತ್ತಮ / ಉತ್ತಮ,adbhuta / atyuttama / uttama,,a2
far (extent or degree),adverb,ಬಹಳ / ಹೆಚ್ಚು / ಅತಿ,bahaḷa / heccu / ati,,a2
farm,noun,ಹೊಲ / ಜಮೀನು / ತೋಟ,hola / jamīnu / tōṭa,,a2
farmer,noun,ರೈತ / ಕೃಷಿಕ / ಬೇಸಾಯಗಾರ,raita / kr̥ṣika / bēsāyagāra,,a2
farmer (formal),noun,ರೈತ / ಕೃಷಿಕ,raita / kr̥ṣika,,a2
fast (securely fixed),adjective,ಭದ್ರವಾದ / ದೃಢವಾದ / ಗಟ್ಟಿಯಾದ,bhadravāda / dr̥ḍhavāda / gaṭṭiyāda,,a2
"fast (speedy, rapid)",adverb,ವೇಗವಾಗಿ / ಶೀಘ್ರವಾಗಿ / ತೀವ್ರವಾಗಿ,vēgavāgi / śīghravāgi / tīvravāgi,,a2
father (colloquial),noun,ಅಪ್ಪ / ಅಪ್ಪಯ್ಯ / ತಂದೆ,appa / appayya / taṁde,,a2
father (formal),noun,ತಂದೆ / ಜನಕ / ಪಿತೃ,taṁde / janaka / pitr̥,,a2
"father (formal, biological)",noun,ತಂದೆ / ಜನಕ / ಪಿತೃ,taṁde / janaka / pitr̥,,a2
favourite,noun,ಅಚ್ಚುಮೆಚ್ಚು / ಪ್ರಿಯ / ಇಷ್ಟ,accumeccu / priya / iṣṭa,,a2
february,noun,ಫೆಬ್ರವರಿ,phebravari,,a2
feeding,noun,ಆಹಾರ ನೀಡುವುದು / ತಿನ್ನಿಸುವುದು / ಪೋಷಣೆ,āhāra nīḍuvudu / tinnisuvudu / pōṣaṇe,,a2
"feeling (emotion, sentiment)",noun,ಭಾವನೆ / ಅನಿಸಿಕೆ / ಮನೋಭಾವ,bhāvane / anisike / manōbhāva,,a2
feeling (physical sensation),noun,ಸಂವೇದನೆ / ಅನುಭವ / ಸ್ಪರ್ಶ ಜ್ಞಾನ,saṁvēdane / anubhava / sparśa jñāna,,a2
few,determiner,ಕೆಲವು / ಅಲ್ಪ / ಕಡಿಮೆ ಸಂಖ್ಯೆಯ,kelavu / alpa / kaḍime saṁkhyeya,,a2
"few (a small number, 'a few')",pronoun,ಕೆಲವು / ಒಂದೆರಡು,kelavu / oṁderaḍu,,a2
"few (negative, scarcity)",adjective,ಕಡಿಮೆ ಸಂಖ್ಯೆಯ / ಕೆಲವೇ,kaḍime saṁkhyeya / kelavē,,a2
fifteen,number,ಹದಿನೈದು,hadinaidu,,a2
fifth,ordinal number,ಐದನೇ / ಐದನೆಯ / ಪಂಚಮ,aidanē / aidaneya / paṁcama,,a2
fifty,number,ಐವತ್ತು,aivattu,,a2
film (movie),noun,ಸಿನಿಮಾ / ಚಿತ್ರ / ಚಲನಚಿತ್ರ,sinimā / citra / calanacitra,,a2
film (thin layer),noun,ಪದರ / ಪೊರೆ / ತೆಳುಪದರ,padara / pore / teḷupadara,,a2
"final (exam, match)",adjective,ಅಂತಿಮ / ಕೊನೆಯ,aṁtima / koneya,,a2
"fine (thin, granular)",adjective,ಸೂಕ್ಷ್ಮ / ನುಣುಪು / ಸಣ್ಣ,sūkṣma / nuṇupu / saṇṇa,,a2
fire,noun,ಬೆಂಕಿ / ಅಗ್ನಿ,beṁki / agni,,a2
"first (at first, initially)",adverb,ಮೊದಲು / ಆರಂಭದಲ್ಲಿ / ಪ್ರಾರಂಭದಲ್ಲಿ,modalu / āraṁbhadalli / prāraṁbhadalli,,a2
"first (initially, at the start)",adverb,ಮೊದಲು / ಆರಂಭದಲ್ಲಿ / ಪ್ರಾರಂಭದಲ್ಲಿ,modalu / āraṁbhadalli / prāraṁbhadalli,,a2
"first (initially, before starting)",determiner,ಮೊದಲ / ಪ್ರಥಮ / ಆರಂಭಿಕ,modala / prathama / āraṁbhika,,a2
first (ordinal number),determiner,ಮೊದಲ / ಪ್ರಥಮ / ಒಂದನೆಯ,modala / prathama / oṁdaneya,,a2
fish,noun,ಮೀನು / ಮತ್ಸ್ಯ,mīnu / matsya,,a2
flat,noun,ಫ್ಲಾಟ್ / ಅಪಾರ್ಟ್‌ಮೆಂಟ್ / ಮನೆ,phlāṭ / apārṭmeṁṭ / mane,,a2
flat (apartment),noun,ಫ್ಲ್ಯಾಟ್ / ಅಪಾರ್ಟ್ಮೆಂಟ್,phlyāṭ / apārṭmeṁṭ,,a2
flight (act of flying),noun,ಹಾರಾಟ / ಹಾರುವಿಕೆ,hārāṭa / hāruvike,,a2
flight (airplane journey),noun,ವಿಮಾನ ಪ್ರಯಾಣ / ಫ್ಲೈಟ್ / ವಿಮಾನಯಾನ,vimāna prayāṇa / phlaiṭ / vimānayāna,,a2
floor (story of a building),noun,ಮಹಡಿ / ಅಂತಸ್ತು,mahaḍi / aṁtastu,,a2
floor (surface of a room),noun,ನೆಲ,nela,,a2
flower,noun,ಹೂವು / ಪುಷ್ಪ,hūvu / puṣpa,,a2
"food (meal, main course)",noun,ಊಟ / ಭೋಜನ,ūṭa / bhōjana,,a2
food (sustenance),noun,ಆಹಾರ / ಅನ್ನ / ತಿಂಡಿ,āhāra / anna / tiṁḍi,,a2
foot (base of object),noun,ಬುಡ / ಅಡಿಭಾಗ / ಮೂಲ,buḍa / aḍibhāga / mūla,,a2
football,noun,ಫುಟ್ಬಾಲ್,phuṭbāl,,a2
"for (cost, exchange)",preposition,-ಕ್ಕೆ / ಬದಲಾಗಿ,-kke / badalāgi,,a2
for (duration of time),preposition,ಕಾಲ / ಅವಧಿಗೆ,kāla / avadhige,,a2
"for (purpose, recipient)",preposition,-ಗಾಗಿ / -ಗೋಸ್ಕರ / ಸಲುವಾಗಿ / ಉದ್ದೇಶಿಸಿ,-gāgi / -gōskara / saluvāgi / uddēśisi,,a2
"forest (general, jungle)",noun,ಕಾಡು / ಅರಣ್ಯ,kāḍu / araṇya,,a2
form (document),noun,ಫಾರ್ಮು / ಅರ್ಜಿ / ನಮೂನೆ,phārmu / arji / namūne,,a2
"form (physical structure, appearance)",noun,ರೂಪ / ಸ್ವರೂಪ / ಆಕಾರ,rūpa / svarūpa / ākāra,,a2
form (shape),noun,ಆಕಾರ / ರೂಪ / ಸ್ವರೂಪ,ākāra / rūpa / svarūpa,,a2
forty,number,ನಲವತ್ತು,nalavattu,,a2
four,number,ನಾಲ್ಕು,nālku,,a2
fourteen,number,ಹದಿನಾಲ್ಕು,hadinālku,,a2
free (not costing money),adjective,ಉಚಿತ,ucita,,a2
"free (unconstrained, independent)",adjective,ಸ್ವತಂತ್ರ / ಮುಕ್ತ / ನಿರಂಕುಶ,svataṁtra / mukta / niraṁkuśa,,a2
"fresh (new, not stale)",adjective,ತಾಜಾ / ಹೊಸ / ನವೀನ,tājā / hosa / navīna,,a2
friday,noun,ಶುಕ್ರವಾರ,śukravāra,,a2
fridge,noun,ಫ್ರಿಜ್ / ಶೈತ್ಯಾಗಾರ,phrij / śaityāgāra,,a2
friend (female),noun,ಗೆಳತಿ / ಸ್ನೇಹಿತೆ,geḷati / sneೕhite,,a2
"friend (formal, neutral)",noun,ಸ್ನೇಹಿತ / ಮಿತ್ರ,snēhita / mitra,,a2
friend (male),noun,ಗೆಳೆಯ / ಸ್ನೇಹಿತ,geḷeya / snēhita,,a2
friendly,adjective,ಸ್ನೇಹಪರ / ಗೆಳೆತನದ,snēhapara / geḷetanada,,a2
from,preposition,ಇಂದ / ದಿಂದ,iṁda / diṁda,,a2
front,noun,ಮುಂದುಗಡೆ / ಮುಂಭಾಗ,muṁdugaḍe / muṁbhāga,,a2
fruit (edible item),noun,ಹಣ್ಣು,haṇṇu,,a2
"fruit (result, outcome)",noun,ಫಲ / ಪರಿಣಾಮ,phala / pariṇāma,,a2
full (satiated),adjective,ಹೊಟ್ಟೆ ತುಂಬಿದ / ತೃಪ್ತ,hoṭṭe tuṁbida / tr̥pta,,a2
"fun (joy, happiness)",noun,ಮೋಜು / ಖುಷಿ / ಸಂತೋಷ / ಮಜಾ,mōju / khuṣi / saṁtōṣa / majā,,a2
funny (humorous),adjective,ತಮಾಷೆಯ / ನಗಿಸುವ / ಹಾಸ್ಯಮಯ,tamāṣeya / nagisuva / hāsyamaya,,a2
funny (strange or odd),adjective,ವಿಚಿತ್ರ / ಅಸಹಜ / ಅಪರೂಪದ,vicitra / asahaja / aparūpada,,a2
future,noun,ಭವಿಷ್ಯ,bhaviṣya,,a2
future (noun),noun,ಭವಿಷ್ಯ / ಮುಂದಿನ ಕಾಲ,bhaviṣya / muṁdina kāla,,a2
"game (activity, match)",noun,ಆಟ / ಪಂದ್ಯ / ಕ್ರೀಡೆ,āṭa / paṁdya / krīḍe,,a2
"game (video, digital)",noun,ಗೇಮ್ / ವೀಡಿಯೋ ಆಟ / ಆಟ,geೕm / vīḍiyō āṭa / āṭa,,a2
garden,noun,ತೋಟ / ಉದ್ಯಾನ / ಹೂದೋಟ,tōṭa / udyāna / hūdōṭa,,a2
geography,noun,ಭೂಗೋಳ,bhūgōḷa,,a2
"girl (female minor, child)",noun,ಹುಡುಗಿ / ಬಾಲಕಿ / ಕನ್ಯೆ,huḍugi / bālaki / kanye,,a2
"girl (female minor, formal, legal)",noun,ಬಾಲಕಿ / ಕನ್ಯೆ,bālaki / kanye,,a2
"girlfriend (female friend, platonic)",noun,ಸ್ನೇಹಿತೆ / ಗೆಳತಿ,snēhite / geḷati,,a2
glass (drinking vessel),noun,ಲೋಟ,lōṭa,,a2
glass (material),noun,ಗಾಜು,gāju,,a2
"good (excellent, high quality)",adjective,ಒಳ್ಳೆಯ / ಉತ್ತಮವಾದ / ಶ್ರೇಷ್ಠವಾದ,oḷḷeya / uttamavāda / śrēṣṭhavāda,,a2
"good (nice, pleasant)",adjective,ಚೆನ್ನಾಗಿರುವ / ಹಿತಕರವಾದ / ಸುಂದರವಾದ,cennāgiruva / hitakaravāda / suṁdaravāda,,a2
"goodbye (general, polite or formal)",exclamation,ವಿದಾಯ / ಹೋಗಿ ಬನ್ನಿ,vidāya / hōgi banni,,a2
goodbye (polite departure phrase),noun,ಬರ್ತೀನಿ / ಹೋಗಿ ಬರುತ್ತೇನೆ,bartīni / hōgi baruttēne,,a2
goodbye (when the speaker is leaving temporarily),exclamation,ಹೋಗಿ ಬರುತ್ತೇನೆ / ಬರ್ತೀನಿ,hōgi baruttēne / bartīni,,a2
grandfather (maternal),noun,ಅಮ್ಮಾಜಿ / ಅಜ್ಜ,ammāji / ajja,,a2
grandfather (paternal),noun,ಅಪ್ಪಯ್ಯ / ಅಜ್ಜ,appayya / ajja,,a2
grandmother (maternal),noun,ಅಮ್ಮಮ್ಮ / ಅಜ್ಜಿ,ammamma / ajji,,a2
grandmother (paternal),noun,ಅಜ್ಜಿ,ajji,,a2
"great (excellent, wonderful)",adjective,ಉತ್ತಮ / ಅದ್ಭುತ / ಶ್ರೇಷ್ಠ,uttama / adbhuta / śrēṣṭha,,a2
"great (general approval, good)",adjective,ಒಳ್ಳೆಯ / ಉತ್ತಮ / ಚೆನ್ನಾಗಿರುವ,oḷḷeya / uttama / cennāgiruva,,a2
"great (large, big)",adjective,ದೊಡ್ಡ / ಮಹಾ,doḍḍa / mahā,,a2
"green (leafy vegetables, produce)",noun,ಸೊಪ್ಪು / ತರಕಾರಿ,soppu / tarakāri,,a2
green (unripe),adjective,ಹಸಿ / ಕಚ್ಚಾ,hasi / kaccā,,a2
greeting card,noun,ಶುಭಾಶಯ ಪತ್ರ / ಗ್ರೀಟಿಂಗ್ ಕಾರ್ಡ್,śubhāśaya patra / grīṭiṁg kārḍ,,a2
"greetings ,  hello (respectful standard greeting)",noun,ನಮಸ್ಕಾರ / ನಮಸ್ತೆ,namaskāra / namaste,,a2
"greetings , hello (respectful standard greeting)",noun,ನಮಸ್ಕಾರ / ಶುಭಾಶಯಗಳು,namaskāra / śubhāśayagaḷu,,a2
group,noun,ಗುಂಪು / ತಂಡ / ಸಮೂಹ,guṁpu / taṁḍa / samūha,,a2
guess,noun,ಊಹೆ / ಅಂದಾಜು,ūhe / aṁdāju,,a2
guitar,noun,ಗಿಟಾರ್,giṭār,,a2
gym,noun,ಜಿಮ್ / ವ್ಯಾಯಾಮಶಾಲೆ,jim / vyāyāmaśāle,,a2
half,pronoun,ಅರ್ಧ / ಅರ್ಧದಷ್ಟು,ardha / ardhadaṣṭu,,a2
