english_word,verb_transitivity,word_class,level,kannada_translation,transliteration
to combine (to mix ingredients),transitive,verb,b1,ಬೆರೆಸು / ಮಿಶ್ರಣ ಮಾಡು,beresu / miśraṇa māḍu
to come (respectful address),intransitive,verb,a1,ಬಾ,bā
"to come (respectful, formal command)",intransitive,verb,a1,ಬನ್ನಿ,banni
"attractive (desirable offer, opportunity)",N/A,adjective,a2,ಆಕರ್ಷಕ,ākarṣaka
attribute (quality),N/A,noun,c1,ಗುಣ / ಲಕ್ಷಣ,guṇa / lakṣaṇa
"attribute (symbol, iconography)",N/A,noun,c1,ಚಿಹ್ನೆ / ಪ್ರತೀಕ,cihne / pratīka
to attribute (cause or source),transitive,verb,c1,ಸಂಬಂಧಿಸು / ಸೇರಿಸು,saṁbaṁdhisu / sērisu
to attribute (blame or formal responsibility),transitive,verb,c1,ಆರೋಪಿಸು,ārōpisu
to auction,transitive,noun,b2,ಹರಾಜು ಮಾಡು,harāju māḍu
auction (event),N/A,noun,b2,ಹರಾಜು,harāju
audience (formal meeting),N/A,noun,a2,ಸಂದರ್ಶನ / ಔಪಚಾರಿಕ ಭೇಟಿ,saṁdarśana / aupacārika bhēṭi
"audio (sound, medium)",N/A,adjective,b2,ಧ್ವನಿ / ಶ್ರವಣ,dhvani / śravaṇa
audit,N/A,noun,c1,ಲೆಕ್ಕ ಪರಿಶೋಧನೆ,lekka pariśōdhane
august,N/A,noun,a1,ಆಗಸ್ಟ್,āgasṭ
aunt (mother's younger sister),N/A,noun,a1,ಚಿಕ್ಕಮ್ಮ,cikkamma
aunt (mother's elder sister),N/A,noun,a1,ದೊಡ್ಡಮ್ಮ,doḍḍamma
aunt (father's sister),N/A,noun,a1,ಅತ್ತೆ,atte
authentic (genuine object),N/A,adjective,c1,ನಿಜವಾದ / ಅಧಿಕೃತ,nijavāda / adhikr̥ta
"authentic (sincere, true nature)",N/A,adjective,c1,ಪ್ರಾಮಾಣಿಕ / ಯಥಾರ್ಥ,prāmāṇika / yathārtha
author,N/A,noun,a2,ಲೇಖಕ / ಲೇಖಕಿ,lēkhaka / lēkhaki
"authority (power, control)",N/A,noun,b1,ಅಧಿಕಾರ,adhikāra
authority (expert),N/A,noun,b1,ತಜ್ಞ,tajña
authority (expert knowledge),N/A,noun,b1,ಪರಿಣತಿ,pariṇati
to authorize,transitive,verb,c1,ಅಧಿಕೃತಗೊಳಿಸು,adhikr̥tagoḷisu
"auto (autorickshaw, complete name)",N/A,noun,c1,ಆಟೋರಿಕ್ಷಾ,āṭōrikṣā
auto (common usage),N/A,noun,a1,ಆಟೋ,āṭō
automatic (self-operating mechanism),N/A,adjective,b2,ಸ್ವಯಂಚಾಲಿತ,svayaṁcālita
automatic (unconscious or involuntary),N/A,adjective,b2,ಸಹಜವಾದ,sahajavāda
"automatically (by itself, naturally)",N/A,adverb,b2,ತಾನಾಗಿಯೇ,tānāgiyē
"automatically (mechanically, systematically)",N/A,adverb,b2,ಸ್ವಯಂಚಾಲಿತವಾಗಿ,svayaṁcālitavāgi
"autonomy (political, institutional)",N/A,noun,c1,ಸ್ವಾಯತ್ತತೆ,svāyattate
autonomy (personal freedom),N/A,noun,c1,ಸ್ವಾಯತ್ತತೆ / ಸ್ವಾತಂತ್ರ್ಯ,svāyattate / svātaṁtrya
autumn,N/A,noun,a1,ಶರತ್ಕಾಲ,śaratkāla
"availability (of resources, stock)",N/A,noun,c1,ಲಭ್ಯತೆ,labhyate
"availability (of time, person)",N/A,noun,c1,ಲಭ್ಯತೆ,labhyate
"available (free, not busy)",N/A,adjective,a2,ಲಭ್ಯವಿರುವ,labhyaviruva
"available (of resources, things)",N/A,adjective,a2,ಸಿಗುವ,siguva
average (statistical mean),N/A,adjective,a2,ಸರಾಸರಿ,sarāsari
average (ordinary quality),N/A,adjective,a2,ಸಾಮಾನ್ಯ / ಮಧ್ಯಮ,sāmānya / madhyama
average (standard or typical),N/A,noun,a2,ಸರಾಸರಿ / ಸಾಮಾನ್ಯ,sarāsari / sāmānya
to average (calculate the mean),transitive,verb,b1,ಸರಾಸರಿ ತೆಗೆ / ಸರಾಸರಿ ಲೆಕ್ಕ ಹಾಕು,sarāsari tege / sarāsari lekka hāku
to average (typically be or perform at a rate),intransitive,verb,b1,ಸರಾಸರಿ ಇರು,sarāsari iru
"to avoid (shirk, evade a responsibility or person)",transitive,verb,a2,ತಪ್ಪಿಸಿಕೋ / ದೂರವಿರು,tappisikō / dūraviru
to await,transitive,verb,c1,ಕಾಯಿ,kāyi
award,N/A,noun,a2,ಪ್ರಶಸ್ತಿ / ಬಹುಮಾನ,praśasti / bahumāna
to award,transitive,verb,b1,ಪ್ರಶಸ್ತಿ ನೀಡು / ಕೊಡು,praśasti nīḍu / koḍu
"aware (conscious, mindful)",N/A,adjective,b1,ಅರಿವುಳ್ಳ / ಗಮನವಿರುವ,arivuḷḷa / gamanaviruva
to be aware,N/A,adjective,b1,ಅರಿತಿರು / ಜಾಗರೂಕನಾಗಿರು,aritiru / jāgarūkanāgiru
awareness,N/A,noun,b2,ಅರಿವು / ಜಾಗೃತಿ,arivu / jāgr̥ti
away (distance or absence),N/A,adverb,a1,ದೂರ / ಹೊರಗೆ,dūra / horage
away (into storage or hiding),N/A,adverb,a1,ಒಳಗೆ / ಮರೆಮಾಚಿ,oḷage / maremāci
put away,N/A,adverb,a1,ಎತ್ತಿಡು / ಸಂಗ್ರಹಿಸು,ettiḍu / saṁgrahisu
awful (feeling sick or unwell),N/A,adjective,a2,ಬಹಳ ಕೆಟ್ಟ / ಭಯಂಕರ,bahaḷa keṭṭa / bhayaṁkara
awkward (socially uncomfortable),N/A,adjective,b2,ಮುಜುಗರದ / ಇರಿಸುಮುರಿಸಿನ,mujugarada / irisumurisina
awkward (clumsy or difficult to handle),N/A,adjective,b2,ಕಷ್ಟಕರವಾದ / ಜಟಿಲವಾದ,kaṣṭakaravāda / jaṭilavāda
clumsy (person),N/A,adjective,b2,ಎಡವಟ್ಟಿನ / ಭಾರವಾದ,eḍavaṭṭina / bhāravāda
baby (term of endearment),N/A,noun,a1,ಕಂದ / ಪ್ರೀತಿಪಾತ್ರ,kaṁda / prītipātra
back,N/A,adjective,a2,ಹಿಂಭಾಗದ / ಹಿಂದಿನ,hiṁbhāgada / hiṁdina
back,N/A,adverb,a1,ಹಿಂದಕ್ಕೆ,hiṁdakke
back (rear side),N/A,noun,a1,ಹಿಂಭಾಗ / ಬೆನ್ನು,hiṁbhāga / bennu
"to back (to support, endorse)",transitive,verb,b2,ಬೆಂಬಲಿಸು,beṁbalisu
to back (a vehicle),transitive,verb,b2,ಹಿಂದಕ್ಕೆ ಚಲಾಯಿಸು,hiṁdakke calāyisu
to back (to bet on),transitive,verb,b2,ಬಾಜಿ ಕಟ್ಟು,bāji kaṭṭu
backdrop (scenery),N/A,noun,c1,ಹಿನ್ನೆಲೆ ದೃಶ್ಯ,hinnele dr̥śya
backdrop (context),N/A,noun,c1,ಹಿನ್ನೆಲೆ,hinnele
background (setting),N/A,noun,a2,ಹಿನ್ನೆಲೆ,hinnele
"background (experience, history)",N/A,noun,a2,ಹಿನ್ನೆಲೆ,hinnele
background (experience),N/A,noun,a2,ಪರಿಚಯ,paricaya
backing (support),N/A,noun,c1,ಬೆಂಬಲ,beṁbala
backing (lining),N/A,noun,c1,ಹಿಂಭಾಗದ ಪದರ,hiṁbhāgada padara
backup (data copy),N/A,noun,c1,ಬ್ಯಾಕಪ್ ಪ್ರತಿ,byākap prati
"backup (support, reinforcement)",N/A,noun,c1,ಹೆಚ್ಚುವರಿ ಸಹಾಯ,heccuvari sahāya
backwards (direction),N/A,adverb,b1,ಹಿಂದಕ್ಕೆ,hiṁdakke
backwards (in reverse order),N/A,adverb,b1,ಹಿಮ್ಮುಖವಾಗಿ,himmukhavāgi
bacteria,N/A,noun,b2,ಸೂಕ್ಷ್ಮಾಣುಜೀವಿ,sūkṣmāṇujīvi
"bad (sick, unwell)",N/A,adjective,a1,ಹುಷಾರಿಲ್ಲದ,huṣārillada
"badge (official insignia, emblem)",N/A,noun,b2,ಲಾಂಛನ,lāṁchana
badly (in a poor manner),N/A,adverb,a2,ಕೆಟ್ಟದಾಗಿ,keṭṭadāgi
badly (severely or seriously),N/A,adverb,a2,ತೀವ್ರವಾಗಿ,tīvravāgi
"to bag (place groceries, items inside)",transitive,noun,a1,ಚೀಲಕ್ಕೆ ಹಾಕು,cīlakke hāku
bail,N/A,noun,c1,ಜಾಮೀನು,jāmīnu
"to bake (food, bread, cake)",transitive,verb,b1,ಬೇಕ್ ಮಾಡು,bēk māḍu
"to bake (clay, bricks, pottery)",transitive,verb,b1,ಸುಡು,suḍu
balance (stability),N/A,noun,b1,ಸಮತೋಲನ,samatōlana
balance (financial remainder),N/A,noun,b1,ಶಿಲ್ಕು,śilku
to balance (to achieve equilibrium),N/A,verb,b1,ಸಮತೋಲನ ಮಾಡು,samatōlana māḍu
to balance (accounts),transitive,verb,b1,ಲೆಕ್ಕ ಸರಿ ಮಾಡು,lekka sari māḍu
"balanced (fair, impartial)",N/A,adjective,b2,ನಿಷ್ಪಕ್ಷಪಾತದ,niṣpakṣapātada
ball,N/A,noun,a1,ಚೆಂಡು,ceṁḍu
ballet,N/A,noun,b2,ಬ್ಯಾಲೆ,byāle
"balloon (toy, party item)",N/A,noun,b2,ಬಲೂನ್,balūn
balloon (aircraft),N/A,noun,b2,ಬಲೂನ್ / ವಾಯುನೌಕೆ,balūn / vāyunauke
ballot (voting paper),N/A,noun,c1,ಮತಪತ್ರ,matapatra
"ballot (the process, vote)",N/A,noun,c1,ಮತದಾನ,matadāna
ban,N/A,noun,b1,ನಿಷೇಧ,niṣēdha
to ban,transitive,verb,b1,ನಿಷೇಧಿಸು,niṣēdhisu
"banana (unripe, raw)",N/A,noun,a1,ಬಾಳೇ ಕಾಯಿ,bāḷē kāyi
band (musical group),N/A,noun,a1,ಬ್ಯಾಂಡ್ / ಸಂಗೀತ ತಂಡ,byāṁḍ / saṁgīta taṁḍa
"band (strip, loop, or ring)",N/A,noun,a2,ಪಟ್ಟಿ,paṭṭi
"bank (river, lake)",N/A,noun,a1,ದಡ,daḍa
banner (flag or standard),N/A,noun,c1,ಬಾವುಟ / ಧ್ವಜ,bāvuṭa / dhvaja
banner (web advertisement),N/A,noun,c1,ಬ್ಯಾನರ್,byānar
bar (establishment for drinks),N/A,noun,a2,ಬಾರ್,bār
bar (physical rod or block),N/A,noun,a2,ಸಲಾಕೆ / ದಂಡ,salāke / daṁḍa
"to bar (prohibit entry, action)",transitive,verb,b2,ತಡೆ ಹಾಕು,taḍe hāku
"to bar (fasten a door, gate)",transitive,verb,b2,ಚಿಲಕ ಹಾಕು,cilaka hāku
"bench (judiciary, court)",N/A,noun,c1,ನ್ಯಾಯಪೀಠ,nyāyapīṭha
bench (sports reserves),N/A,noun,c1,ಪರ್ಯಾಯ ಆಟಗಾರರು,paryāya āṭagāraru
benchmark,N/A,noun,c1,ಮಾನದಂಡ,mānadaṁḍa
"bend (of the body, limb)",N/A,noun,b1,ಬಾಗುವಿಕೆ,bāguvike
to bend (an object),transitive,verb,b1,ಬಗ್ಗಿಸು,baggisu
"to bend (down, over)",intransitive,verb,b1,ಬಗ್ಗು / ಬಾಗು,baggu / bāgu
"beneath (unworthy of, lower status)",N/A,preposition,c1,ಯೋಗ್ಯವಲ್ಲದ,yōgyavallada
"beneficial (for health, welfare)",N/A,adjective,b2,ಪ್ರಯೋಜನಕಾರಿ / ಹಿತಕರ,prayōjanakāri / hitakara
beneficiary,N/A,noun,c1,ಫಲಾನುಭವಿ,phalānubhavi
benefit (advantage),N/A,noun,a2,ಪ್ರಯೋಜನ / ಲಾಭ,prayōjana / lābha
"benefit (financial payment, allowance)",N/A,noun,a2,ಭತ್ಯೆ / ಸೌಲಭ್ಯ,bhatye / saulabhya
to benefit (gain advantage),intransitive,verb,b1,ಪ್ರಯೋಜನ ಪಡೆ,prayōjana paḍe
"to benefit (be useful to, aid)",transitive,verb,b1,ಪ್ರಯೋಜನ ನೀಡು,prayōjana nīḍu
"bent (corrupt, dishonest)",N/A,adjective,b2,ಭ್ರಷ್ಟ,bhraṣṭa
"bent (determined, intent)",N/A,adjective,b2,ದೃಢ ಸಂಕಲ್ಪದ,dr̥ḍha saṁkalpada
beside,N/A,preposition,b2,ಪಕ್ಕದಲ್ಲಿ / ಹತ್ತಿರ,pakkadalli / hattira
"besides (moreover, in addition)",N/A,adverb,b2,ಇದಲ್ಲದೆ,idallade
"besides (except for, other than)",N/A,adverb,b2,ಹೊರತು / ಅದರ ಹೊರತಾಗಿ,horatu / adara horatāgi
besides (in addition to),N/A,preposition,b2,ಇದರ ಜೊತೆಗೆ,idara jotege
besides (furthermore),N/A,preposition,b2,ಮೇಲಾಗಿ,mēlāgi
best,N/A,adjective,a1,ಅತ್ಯುತ್ತಮ,atyuttama
best,N/A,adverb,a2,ಅತ್ಯುತ್ತಮವಾಗಿ,atyuttamavāgi
best (utmost effort),N/A,noun,a2,ಗರಿಷ್ಠ ಪ್ರಯತ್ನ,gariṣṭha prayatna
bet,N/A,noun,b2,ಪಣ,paṇa
to bet,transitive,verb,b2,ಪಣ ತೊಡು,paṇa toḍu
"to betray (a person, trust, country)",transitive,verb,c1,ದ್ರೋಹ ಮಾಡು,drōha māḍu
to betray (to reveal unintentionally),transitive,verb,c1,ಬಯಲು ಮಾಡು,bayalu māḍu
better (in health),N/A,adjective,a1,ವಾಸಿ,vāsi
"better (adjective, superior)",N/A,adverb,a2,ಉತ್ತಮ,uttama
"better (as in 'had better', recommendation)",N/A,adverb,a2,ಒಳ್ಳೆಯದು,oḷḷeyadu
"better (adjective, comparative)",N/A,noun,b1,ಇನ್ನೂ ಒಳ್ಳೆಯದು,innū oḷḷeyadu
"better (adverb, comparative)",N/A,noun,b1,ಇನ್ನೂ ಚೆನ್ನಾಗಿ,innū cennāgi
between,N/A,adverb,a2,ಮಧ್ಯೆ,madhye
between,N/A,preposition,a1,ಮಧ್ಯೆ,madhye
beyond (spatial location),N/A,adverb,b2,ಆಚೆ,āce
beyond (exceeding limits),N/A,adverb,b2,ಮೀರಿ,mīri
beyond (exceeding a limit or ability),N/A,preposition,b2,ಮೀರಿ,mīri
beyond (after a specific time),N/A,preposition,b2,ನಂತರ,naṁtara
bias (diagonal direction),N/A,noun,b2,ಓರೆ,ōre
cycle (vehicle),N/A,noun,a1,ಸೈಕಲ್,saikal
bid (offer price),N/A,noun,b2,ಪ್ರಸ್ತಾವ,prastāva
bid (attempt),N/A,noun,b2,ಪ್ರಯತ್ನ,prayatna
to bid (in an auction or tender),transitive,verb,b2,ಬೋಲಿ ಹೇಳು,bōli hēḷu
to bid (a greeting or farewell),transitive,verb,b2,ಹಾರೈಸು,hāraisu
big,N/A,adjective,a1,ದೊಡ್ಡ,doḍḍa
bike (bicycle),N/A,noun,a1,ಸೈಕಲ್,saikal
bike (motorcycle),N/A,noun,a1,ಬೈಕ್,baik
bill (invoice),N/A,noun,a1,ಬಿಲ್,bil
bill (bird's beak),N/A,noun,a1,ಕೊಕ್ಕು,kokku
to bill (to invoice),transitive,verb,b2,ಬಿಲ್ ಮಾಡು / ಇನ್ ವಾಯ್ಸ್ ಕೊಡು,bil māḍu / in vāys koḍu
to bill (to promote as),transitive,verb,b2,ಜಾಹೀರಾತು ಮಾಡು / ಘೋಷಿಸು,jāhīrātu māḍu / ghōṣisu
billion,N/A,number,a2,ಬಿಲಿಯನ್ / ನೂರು ಕೋಟಿ,biliyan / nūru kōṭi
bin,N/A,noun,a2,ಡಬ್ಬಾ / ಪೆಟ್ಟಿಗೆ,ḍabbā / peṭṭige
to bind (to obligate or constrain legally),transitive,verb,c1,ಬಾಧ್ಯಸ್ಥರನ್ನಾಗಿ ಮಾಡು,bādhyastharannāgi māḍu
to bind (pages into a book),transitive,verb,c1,ಕಟ್ಟಿಸು,kaṭṭisu
autobiography,N/A,noun,c1,ಆತ್ಮ ಚರಿತ್ರೆ,ātma caritre
biological (parentage),N/A,adjective,b2,ಜೀವಶಾಸ್ತ್ರೀಯ,jīvaśāstrīya
biological (parent),N/A,adjective,b2,ಜನಕ / ನಿಜವಾದ,janaka / nijavāda
biology,N/A,noun,a2,ಜೀವ ಶಾಸ್ತ್ರ,jīva śāstra
bird (common),N/A,noun,a1,ಹಕ್ಕಿ,hakki
"bird (general, formal)",N/A,noun,a1,ಪಕ್ಷಿ,pakṣi
birth,N/A,noun,a2,ಜನನ / ಹುಟ್ಟು,janana / huṭṭu
birthday,N/A,noun,a1,ಹುಟ್ಟಿದ ಹಬ್ಬ / ಜನ್ಮ ದಿನ,huṭṭida habba / janma dina
biscuit,N/A,noun,a2,ಬಿಸ್ಕುಟ್,biskuṭ
bishop (religious official),N/A,noun,c1,ಬಿಷಪ್,biṣap
bishop (chess piece),N/A,noun,c1,ಆನೆ,āne
bit,N/A,noun,a2,ಸ್ವಲ್ಪ,svalpa
bite (a small amount of food),N/A,noun,b1,ತುತ್ತು,tuttu
"bite (small meal, snack)",N/A,noun,b1,ತಿಂಡಿ,tiṁḍi
bite (insect mark),N/A,noun,b1,ಕಡಿತದ ಗುರುತು,kaḍitada gurutu
to bite (animal or insect attack),transitive,verb,b1,ಕಡಿ,kaḍi
bitter (emotion),N/A,adjective,b2,ಕಹಿಯಾದ,kahiyāda
bizarre,N/A,adjective,c1,ವಿಚಿತ್ರವಾದ,vicitravāda
"black (dark, evil)",N/A,adjective,a2,ಕರಾಳ,karāḷa
black (color),N/A,noun,a1,ಕಪ್ಪು,kappu
black (illicit),N/A,noun,a2,ಕಪ್ಪು,kappu
blade (cutting edge of a knife or razor),N/A,noun,c1,ಅಲಗು,alagu
blade (flat part of a leaf),N/A,noun,c1,ಎಲೆಯ ಅಗಲ ಭಾಗ,eleya agala bhāga
blade (vane of a fan or propeller),N/A,noun,c1,ರೆಕ್ಕೆ,rekke
"blame (accusation, charge)",N/A,noun,b2,ಆರೋಪ,ārōpa
to blame (harshly or denounce),transitive,verb,b2,ದೂಷಿಸು,dūṣisu
blank (empty),N/A,adjective,a2,ಖಾಲಿ,khāli
blank (expressionless),N/A,adjective,a2,ಭಾವರಹಿತ,bhāvarahita
blank,N/A,noun,a2,ಖಾಲಿ ಜಾಗ,khāli jāga
"blanket (thick layer, covering)",N/A,noun,b2,ದಟ್ಟವಾದ ಪದರ,daṭṭavāda padara
blast (explosion),N/A,noun,c1,ಸ್ಫೋಟ,sphōṭa
blast (enjoyable time),N/A,noun,c1,ಭರ್ಜರಿ ಮಜಾ,bharjari majā
to blast (with explosives),transitive,verb,c1,ಸ್ಫೋಟಿಸು,sphōṭisu
to blast (criticize harshly),transitive,verb,c1,ತೀವ್ರವಾಗಿ ಟೀಕಿಸು,tīvravāgi ṭīkisu
to blast (play music loudly),transitive,verb,c1,ಜೋರಾಗಿ ಹಾಕು,jōrāgi hāku
to bleed (financially),intransitive,verb,c1,ಆರ್ಥಿಕವಾಗಿ ನಷ್ಟ ಅನುಭವಿಸು,ārthikavāgi naṣṭa anubhavisu
to bleed (color),intransitive,verb,c1,ಬಣ್ಣ ಹರಡು / ಬಣ್ಣ ಬಿಡು,baṇṇa haraḍu / baṇṇa biḍu
blend,N/A,noun,c1,ಮಿಶ್ರಣ,miśraṇa
"to blend (ingredients, substances)",transitive,verb,c1,ಮಿಶ್ರಣ ಮಾಡು / ಬೆರೆಸು,miśraṇa māḍu / beresu
"to blend (integrate, fit in)",intransitive,verb,c1,ಹೊಂದಿಸಿಕೊ,hoṁdisiko
to bless (to confer a boon or fortune),transitive,verb,c1,ವರ ನೀಡು,vara nīḍu
comedy (humor or wit),N/A,noun,a2,ಹಾಸ್ಯ,hāsya
"comfort (state of ease, luxury)",N/A,noun,b2,ಆರಾಮ / ಸುಖ,ārāma / sukha
"comfort (solace, consolation)",N/A,noun,b2,ಸಮಾಧಾನ / ಸಾಂತ್ವನ,samādhāna / sāṁtvana
"to comfort (to console, give solace)",transitive,verb,b2,ಸಮಾಧಾನ ಮಾಡು,samādhāna māḍu
to comfort (to calm general worry or distress),transitive,verb,b2,ಸಮಾಧಾನಿಸು,samādhānisu
comfortable (general comfort),N/A,adjective,a2,ಆರಾಮದಾಯಕ,ārāmadāyaka
comfortable (at ease),N/A,adjective,a2,ಆರಾಮವಾಗಿರುವ,ārāmavāgiruva
comic,N/A,adjective,b2,ಹಾಸ್ಯಮಯ / ತಮಾಷೆಯ,hāsyamaya / tamāṣeya
"comic (book, magazine)",N/A,noun,b2,ಚಿತ್ರಕಥೆ / ಕಾಮಿಕ್ ಪುಸ್ತಕ,citrakathe / kāmik pustaka
comic (comedian),N/A,noun,b2,ಹಾಸ್ಯಗಾರ,hāsyagāra
command (authority),N/A,noun,b2,ನಿಯಂತ್ರಣ,niyaṁtraṇa
command (order),N/A,noun,b2,ಆಜ್ಞೆ,ājñe
to command (to be in charge of),transitive,verb,b2,ನೇತೃತ್ವ ವಹಿಸು,nētr̥tva vahisu
to command (to order),transitive,verb,b2,ಆಜ್ಞಾಪಿಸು,ājñāpisu
"to command (to demand attention, respect)",transitive,verb,b2,ಗೌರವ ಗಳಿಸು,gaurava gaḷisu
commander (chief officer of a police unit or mission),N/A,noun,b2,ಕಮಾಂಡರ್,kamāṁḍar
to commence,intransitive,verb,c1,ಪ್ರಾರಂಭಿಸು / ಆರಂಭಿಸು,prāraṁbhisu / āraṁbhisu
comment,N/A,noun,a2,ಅಭಿಪ್ರಾಯ,abhiprāya
comment (critical remark),N/A,noun,a2,ಟೀಕೆ,ṭīke
to comment (to criticize or formally review),transitive,verb,b1,ವಿಮರ್ಶಿಸು,vimarśisu
"commentary (live broadcast, narration)",N/A,noun,c1,ನಿರೂಪಣೆ,nirūpaṇe
commentary (written analysis),N/A,noun,c1,ವ್ಯಾಖ್ಯಾನ,vyākhyāna
"commentator (academic, textual analyst)",N/A,noun,c1,ವ್ಯಾಖ್ಯಾನಕಾರ,vyākhyānakāra
commerce,N/A,noun,c1,ವಾಣಿಜ್ಯ,vāṇijya
commercial (focused purely on profit),N/A,adjective,b1,ವಾಣಿಜ್ಯ,vāṇijya
commercial (advertisement),N/A,noun,b1,ಜಾಹೀರಾತು,jāhīrātu
commission (payment fee),N/A,noun,b2,ಕಮೀಷನ್,kamīṣan
commission (official board),N/A,noun,b2,ಆಯೋಗ,āyōga
"to commission (order, authorize work)",transitive,verb,b2,ನಿಯೋಜಿಸು,niyōjisu
"to commission (activate facility, system)",transitive,verb,b2,ಕಾರ್ಯಾರಂಭ ಮಾಡು,kāryāraṁbha māḍu
commissioner,N/A,noun,c1,ಆಯುಕ್ತ,āyukta
"to commit (a crime, error)",transitive,verb,b1,ಎಸಗು,esagu
"to commit (to a promise, relationship)",intransitive,verb,b1,ಬದ್ಧನಾಗು,baddhanāgu
commitment (dedication),N/A,noun,b2,ನಿಷ್ಠೆ / ಸಮರ್ಪಣೆ,niṣṭhe / samarpaṇe
"commitment (obligation, duty)",N/A,noun,b2,ಬದ್ಧತೆ / ಜವಾಬ್ದಾರಿ,baddhate / javābdāri
committee,N/A,noun,b2,ಸಮಿತಿ,samiti
commodity,N/A,noun,c1,ಸರಕು,saraku
"common (general, frequent)",N/A,adjective,a1,ಸಾಮಾನ್ಯ,sāmānya
"common (shared, joint)",N/A,adjective,a1,ಸಾಮಾನ್ಯ,sāmānya
commonly,N/A,adverb,b2,ಸಾಮಾನ್ಯವಾಗಿ,sāmānyavāgi
to communicate (a message or decision),transitive,verb,a2,ತಿಳಿಸು,tiḷisu
"communication (message, official correspondence)",N/A,noun,b1,ಸಂದೇಶ,saṁdēśa
communist (person),N/A,adjective,c1,ಸಾಮ್ಯವಾದಿ / ಕಮ್ಯುನಿಸ್ಟ್,sāmyavādi / kamyunisṭ
community,N/A,noun,a2,ಸಮುದಾಯ,samudāya
companion (associate or partner in activity),N/A,noun,c1,ಜೊತೆಗಾರ / ಸಹಚರ,jotegāra / sahacara
companion (life partner),N/A,noun,c1,ಜೀವನ ಸಂಗಾತಿ,jīvana saṁgāti
company (business entity),N/A,noun,a1,ಕಂಪನಿ / ಸಂಸ್ಥೆ,kaṁpani / saṁsthe
"company (companionship, guests)",N/A,noun,a1,ಒಡನಾಟ,oḍanāṭa
