id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
819,roughly (approximately),adverb,b2,nan,ಸರಿಸುಮಾರು / ಸುಮಾರು / ಅಂದಾಜು,sarisumāru / sumāru / aṁdāju
820,round,preposition,a2,nan,ಸುತ್ತ / ಸುತ್ತಲೂ,sutta / suttalū
821,routine (noun),adjective,b2,nan,ವಾಡಿಕೆಯ / ಸಾಮಾನ್ಯ,vāḍikeya / sāmānya
822,reverse (a defeat or setback),adjective,c1,nan,ವಿರುದ್ಧ / ಹಿಮ್ಮುಖ,viruddha / himmukha
823,reverse (back side),noun,c1,nan,ಹಿಂಭಾಗ / ಹಿಮ್ಮುಖ / ವಿರುದ್ಧ ಭಾಗ,hiṁbhāga / himmukha / viruddha bhāga
824,reverse (gear),noun,c1,nan,ರಿವರ್ಸ್ ಗೇರ್ / ಹಿಮ್ಮುಖ ಗೇರ್,rivars gēr / himmukha gēr
825,to reverse (a vehicle),verb,c1,transitive,ರಿವರ್ಸ್ ಮಾಡು / ಹಿಂದಕ್ಕೆ ಚಲಿಸು,rivars māḍu / hiṁdakke calisu
826,to reverse (a ruling or decision),verb,c1,transitive,ರದ್ದುಗೊಳಿಸು / ತಿರಸ್ಕರಿಸು / ಹಿಂತೆಗೆದುಕೊ,raddugoḷisu / tiraskarisu / hiṁtegeduko
827,review (critique),noun,a2,nan,ವಿಮರ್ಶೆ / ವಿಶ್ಲೇಷಣೆ,vimarśe / viślēṣaṇe
828,"review (inspection, examination)",noun,a2,nan,ಪರಿಶೀಲನೆ / ಪುನರಾವಲೋಕನ,pariśīlane / punarāvalōkana
829,to review (re-examine or check),verb,a2,transitive,ಪರಿಶೀಲಿಸು / ಪುನರಾವಲೋಕಿಸು,pariśīlisu / punarāvalōkisu
830,"to review (a movie, book, or product)",verb,a2,transitive,ವಿಮರ್ಶಿಸು / ವಿಮರ್ಶೆ ಮಾಡು,vimarśisu / vimarśe māḍu
831,to revise (amend or formal change),verb,b2,transitive,ಪರಿಷ್ಕರಿಸು / ತಿದ್ದುಪಡಿ ಮಾಡು,pariṣkarisu / tiddupaḍi māḍu
832,revision (academic study),noun,b2,nan,ಪುನರಾವರ್ತನೆ / ಅಭ್ಯಾಸ,punarāvartane / abhyāsa
833,revision (document amendment),noun,b2,nan,ಪರಿಷ್ಕರಣೆ / ತಿದ್ದುಪಡಿ,pariṣkaraṇe / tiddupaḍi
834,sceptical,adjective,c1,nan,ಸಂಶಯಗ್ರಸ್ತ / ಸಂದೇಹವಾದಿ / ನಂಬಿಕೆ ಇಲ್ಲದ,saṁśayagrasta / saṁdēhavādi / naṁbike illada
835,to schedule (an event or activity),verb,a2,transitive,ನಿಗದಿಪಡಿಸು / ವೇಳಾಪಟ್ಟಿ ಮಾಡು,nigadipaḍisu / vēḷāpaṭṭi māḍu
836,to schedule (to fix a specific time or appointment),verb,b2,transitive,ನಿಗದಿಪಡಿಸು / ಸಮಯ ನಿಗದಿಪಡಿಸು,nigadipaḍisu / samaya nigadipaḍisu
837,to schedule (to plan an agenda or timetable),verb,b2,transitive,ವೇಳಾಪಟ್ಟಿ ಸಿದ್ಧಪಡಿಸು / ಯೋಜಿಸು,vēḷāpaṭṭi siddhapaḍisu / yōjisu
838,"scheme (plan, program)",noun,b2,nan,ಯೋಜನೆ / ಕಾರ್ಯಕ್ರಮ,yōjane / kāryakrama
839,scheme (plot),noun,b2,nan,ಸಂಚು / ಕುತಂತ್ರ,saṁcu / kutaṁtra
840,scholar (academic),noun,b2,nan,ವಿದ್ವಾಂಸ / ಪಂಡಿತ / ಜ್ಞಾನಿ,vidvāṁsa / paṁḍita / jñāni
841,scholar (scholarship recipient),noun,b2,nan,ವಿದ್ಯಾರ್ಥಿವೇತನ ಪಡೆದವನು / ವಿದ್ಯಾರ್ಥಿ,vidyārthivētana paḍedavanu / vidyārthi
842,scholarship (financial aid),noun,b2,nan,ವಿದ್ಯಾರ್ಥಿವೇತನ,vidyārthivētana
843,scholarship (academic learning),noun,b2,nan,ಪಾಂಡಿತ್ಯ / ವಿದ್ವತ್ತು / ಜ್ಞಾನ,pāṁḍitya / vidvattu / jñāna
844,school,noun,a1,nan,ಶಾಲೆ / ವಿದ್ಯಾಲಯ,śāle / vidyālaya
845,science,noun,a1,nan,ವಿಜ್ಞಾನ,vijñāna
846,scientific,adjective,b1,nan,ವೈಜ್ಞಾನಿಕ,vaijñānika
847,scientist,noun,a1,nan,ವಿಜ್ಞಾನಿ,vijñāni
848,scope (extent or range),noun,c1,nan,ವ್ಯಾಪ್ತಿ / ಮಿತಿ,vyāpti / miti
849,scope (opportunity or potential),noun,c1,nan,ಅವಕಾಶ / ವ್ಯಾಪ್ತಿ,avakāśa / vyāpti
850,score,noun,a2,nan,ಅಂಕ / ಸ್ಕೋರ್ / ಫಲಿತಾಂಶ,aṁka / skōr / phalitāṁśa
851,to score (to mark or cut),verb,b1,transitive,ಗುರುತು ಮಾಡು / ಗೆರೆ ಹಾಕು / ಕೊರೆ,gurutu māḍu / gere hāku / kore
852,scratch (starting point),noun,b2,nan,ಆರಂಭಿಕ ಹಂತ / ಮೂಲಬಿಂದು,āraṁbhika haṁta / mūlabiṁdu
853,starting from scratch,noun,b2,nan,ಮೊದಲಿನಿಂದ / ಶೂನ್ಯದಿಂದ / ಹೊಸದಾಗಿ,modaliniṁda / śūnyadiṁda / hosadāgi
854,"to scratch (skin, due to itch)",verb,b2,transitive,ಕೆರೆ,kere
855,"to scratch (a surface, to mark, damage)",verb,b2,transitive,ಗೀರು / ಕೆರೆ,gīru / kere
856,scream,noun,b2,nan,ಕಿರುಚಾಟ / ಕೂಗು / ಚೀರಾಟ,kirucāṭa / kūgu / cīrāṭa
857,to scream (to shout loudly),verb,b2,intransitive,ಕಿರುಚು / ಕೂಗು / ಚೀರು,kirucu / kūgu / cīru
858,"screen (mesh, filter)",noun,b1,nan,ಜರಡಿ / ಪರದೆ / ಫಿಲ್ಟರ್,jaraḍi / parade / philṭar
859,screen (display),noun,b1,nan,ಪರದೆ / ಸ್ಕ್ರೀನ್,parade / skrīn
860,to screen (a movie or performance),verb,b2,transitive,ಪ್ರದರ್ಶಿಸು / ತೋರಿಸು,pradarśisu / tōrisu
861,to screen (applicants or diseases),verb,b2,transitive,ಪರೀಕ್ಷಿಸು / ಪರಿಶೀಲಿಸು / ತಪಾಸಣೆ ಮಾಡು,parīkṣisu / pariśīlisu / tapāsaṇe māḍu
862,to screen (a phone call),verb,b2,transitive,ಕರೆ ಪರಿಶೀಲಿಸು / ಕರೆ ತಪಾಸಣೆ ಮಾಡು,kare pariśīlisu / kare tapāsaṇe māḍu
863,screening (medical examination or vetting),noun,b2,nan,ಪರೀಕ್ಷೆ / ತಪಾಸಣೆ / ಪರಿಶೀಲನೆ,parīkṣe / tapāsaṇe / pariśīlane
864,screening (film showing),noun,b2,nan,ಪ್ರದರ್ಶನ / ಚಲನಚಿತ್ರ ಪ್ರದರ್ಶನ,pradarśana / calanacitra pradarśana
865,screw (fastener),noun,c1,nan,ಸ್ಕ್ರೂ / ತಿರುಪು ಮೊಳೆ,skrū / tirupu moḷe
866,"screw (vulgar, sexual act)",noun,c1,nan,ಲೈಂಗಿಕ ಕ್ರಿಯೆ / ಸಂಭೋಗ,laiṁgika kriye / saṁbhōga
867,to screw (fasten),verb,c1,transitive,ಸ್ಕ್ರೂ ಹಾಕು / ತಿರುಪು ಮೊಳೆ ಹಾಕು,skrū hāku / tirupu moḷe hāku
868,"to screw (cheat, exploit)",verb,c1,transitive,ಮೋಸ ಮಾಡು / ಶೋಷಿಸು / ವಂಚಿಸು,mōsa māḍu / śōṣisu / vaṁcisu
869,to screw up (make a mistake),verb,c1,nan,ತಪ್ಪು ಮಾಡು / ಎಡವಟ್ಟು ಮಾಡು,tappu māḍu / eḍavaṭṭu māḍu
870,to screw (vulgar),verb,c1,nan,ಲೈಂಗಿಕ ಕ್ರಿಯೆ ನಡೆಸು / ಸಂಭೋಗಿಸು,laiṁgika kriye naḍesu / saṁbhōgisu
871,"script (writing system, alphabet)",noun,b1,nan,ಲಿಪಿ / ಬರವಣಿಗೆ ಪದ್ಧತಿ,lipi / baravaṇige paddhati
872,"script (screenplay, dialogue)",noun,b1,nan,ಚಿತ್ರಕಥೆ / ಸಂಭಾಷಣೆ / ಸ್ಕ್ರಿಪ್ಟ್,citrakathe / saṁbhāṣaṇe / skripṭ
873,second (unit of time),adverb,a2,nan,ಸೆಕೆಂಡ್ / ಕ್ಷಣ,sekeṁḍ / kṣaṇa
874,second (unit of time),ordinal number,a1,nan,ಸೆಕೆಂಡ್ / ಕ್ಷಣ,sekeṁḍ / kṣaṇa
875,"secretary (official, society head)",noun,a2,nan,ಕಾರ್ಯದರ್ಶಿ,kāryadarśi
876,"sector (economic, industry)",noun,b2,nan,ವಲಯ / ಕ್ಷೇತ್ರ,valaya / kṣētra
877,"secular (political, neutral)",adjective,c1,nan,ಜಾತ್ಯತೀತ,jātyatīta
878,seldom,adverb,c1,nan,ಅಪರೂಪವಾಗಿ / ವಿರಳವಾಗಿ,aparūpavāgi / viraḷavāgi
879,selection (range offered),noun,b2,nan,ಆಯ್ಕೆ,āyke
880,senator,noun,c1,nan,ಸೆನೆಟರ್,seneṭar
881,shift (work period),noun,b1,nan,ಪಾಳಿ / ಶಿಫ್ಟ್,pāḷi / śiphṭ
882,ship,noun,a2,nan,ಹಡಗು / ನೌಕೆ,haḍagu / nauke
883,"to ship (fandom, relationships)",verb,b2,transitive,ಶಿಪ್ ಮಾಡು,śip māḍu
884,shirt,noun,a1,nan,ಶರ್ಟ್,śarṭ
885,shock (medical condition),noun,b2,nan,ಆಘಾತ,āghāta
886,shock (electric),noun,b2,nan,ವಿದ್ಯುತ್ ಆಘಾತ / ಶಾಕ್,vidyut āghāta / śāk
887,"sandal ,  slipper (open footwear)",noun,a1,nan,ಚಪ್ಪಲಿ / ಸ್ಯಾಂಡಲ್,cappali / syāṁḍal
888,to shoot (score a goal),verb,b1,transitive,ಹೊಡೆ / ಶೂಟ್ ಮಾಡು,hoḍe / śūṭ māḍu
889,"shooting (filming, photography session)",noun,b2,nan,ಶೂಟಿಂಗ್ / ಚಿತ್ರೀಕರಣ,śūṭiṁg / citrīkaraṇa
890,shop,noun,a1,nan,ಅಂಗಡಿ / ಮಳಿಗೆ,aṁgaḍi / maḷige
891,shopping,noun,a1,nan,ಶಾಪಿಂಗ್ / ಖರೀದಿ,śāpiṁg / kharīdi
892,short (in height),adjective,a1,nan,ಕುಳ್ಳ / ಗಿಡ್ಡ / ಚಿಕ್ಕ,kuḷḷa / giḍḍa / cikka
893,short-term,adjective,b2,nan,ಅಲ್ಪಾವಧಿ / ಅಲ್ಪಕಾಲಿಕ,alpāvadhi / alpakālika
894,"shortage (scarcity, formal)",noun,b2,nan,ಕೊರತೆ / ಅಭಾವ,korate / abhāva
895,shortly,adverb,b2,nan,ಶೀಘ್ರದಲ್ಲೇ / ಸ್ವಲ್ಪ ಸಮಯದಲ್ಲೇ,śīghradallē / svalpa samayadallē
896,shot (medical injection),noun,b2,nan,ಇಂಜೆಕ್ಷನ್ / ಚುಚ್ಚುಮದ್ದು,iṁjekṣan / cuccumaddu
897,shot (photograph or film sequence),noun,b2,nan,ಶಾಟ್ / ಚಿತ್ರ,śāṭ / citra
898,shot (attempt or chance),noun,b2,nan,ಪ್ರಯತ್ನ / ಅವಕಾಶ,prayatna / avakāśa
899,should (expectation),modal verb,a2,nan,ಬೇಕು,bēku
900,shoulder (of a road),noun,a2,nan,ರಸ್ತೆಯ ಅಂಚು / ರಸ್ತೆಯ ಬದಿ,rasteya aṁcu / rasteya badi
901,shout,noun,a2,nan,ಕೂಗು / ಕಿರಿಚು,kūgu / kiricu
902,to scream,verb,a2,intransitive,ಕಿರಿಚು / ಕೂಗು,kiricu / kūgu
903,show,noun,a1,nan,ಪ್ರದರ್ಶನ / ಕಾರ್ಯಕ್ರಮ / ಶೋ,pradarśana / kāryakrama / śō
904,to show,verb,a1,transitive,ತೋರಿಸು / ಪ್ರದರ್ಶಿಸು,tōrisu / pradarśisu
905,shower (washing oneself),noun,a1,nan,ಸ್ನಾನ / ಶವರ್,snāna / śavar
906,shower (rain),noun,a1,nan,ಮಳೆ / ತುಂತುರು ಮಳೆ,maḷe / tuṁturu maḷe
907,rain shower,noun,a1,nan,ಮಳೆ / ತುಂತುರು ಮಳೆ,maḷe / tuṁturu maḷe
908,to shrink (in size or volume),verb,c1,intransitive,ಕುಗ್ಗು / ಸಂಕುಚಿತವಾಗು,kuggu / saṁkucitavāgu
909,to shrink (from fear or responsibility),verb,c1,intransitive,ಹಿಂಜರಿ / ಕುಗ್ಗು / ಹೆದರು,hiṁjari / kuggu / hedaru
910,to shrug off (to dismiss),verb,c1,transitive,ತಳ್ಳಿಹಾಕು / ನಿರ್ಲಕ್ಷಿಸು,taḷḷihāku / nirlakṣisu
911,"to shut (something, close)",verb,a2,transitive,ಮುಚ್ಚು,muccu
912,"to shut (shop, close down)",verb,a2,intransitive,ಮುಚ್ಚು / ನಿಲ್ಲಿಸು,muccu / nillisu
913,shut (closed state),adjective,a2,nan,ಮುಚ್ಚಿದ,muccida
914,to shut,verb,a2,nan,ಮುಚ್ಚು,muccu
915,shy,adjective,b1,nan,ನಾಚಿಕೆ ಸ್ವಭಾವದ / ನಾಚಿಕೆಪಡುವ,nācike svabhāvada / nācikepaḍuva
916,sibling (older brother),noun,b2,nan,ಅಣ್ಣ,aṇṇa
917,sibling (younger brother),noun,b2,nan,ತಮ್ಮ,tamma
918,sibling (older sister),noun,b2,nan,ಅಕ್ಕ,akka
919,sibling (younger sister),noun,b2,nan,ತಂಗಿ,taṁgi
920,sick (ill),adjective,a1,nan,ಅಸ್ವಸ್ಥ / ಹುಷಾರಿಲ್ಲದ,asvastha / huṣārillada
921,sick (nauseous),adjective,a1,nan,ವಾಕರಿಕೆ ಆಗುವ / ವಾಕರಿಕೆ ಬರುವ,vākarike āguva / vākarike baruva
922,side (faction or team),noun,a2,nan,ತಂಡ / ಪಕ್ಷ / ಗುಂಪು,taṁḍa / pakṣa / guṁpu
923,sigh,noun,c1,nan,ನಿಟ್ಟುಸಿರು,niṭṭusiru
924,to sigh,verb,c1,intransitive,ನಿಟ್ಟುಸಿರು ಬಿಡು,niṭṭusiru biḍu
925,sight (ability to see),noun,b1,nan,ದೃಷ್ಟಿ / ನೋಟ,dr̥ṣṭi / nōṭa
926,sight (view or spectacle),noun,b1,nan,ನೋಟ / ದೃಶ್ಯ,nōṭa / dr̥śya
927,sign (board or indicator),noun,a2,nan,ಫಲಕ / ಸೂಚನಾ ಫಲಕ / ಸೈನ್ ಬೋರ್ಡ್,phalaka / sūcanā phalaka / sain bōrḍ
928,sign (symbol),noun,a2,nan,ಚಿಹ್ನೆ / ಸಂಕೇತ,cihne / saṁkēta
929,sign (indication or symptom),noun,a2,nan,ಸೂಚನೆ / ಲಕ್ಷಣ,sūcane / lakṣaṇa
930,sign (symptom),noun,a2,nan,ಲಕ್ಷಣ,lakṣaṇa
931,to sign (a document),verb,a2,transitive,ಸಹಿ ಮಾಡು / ಸಹಿ ಹಾಕು,sahi māḍu / sahi hāku
932,to sign (make a gesture),verb,a2,nan,ಸನ್ನೆ ಮಾಡು / ಸೂಚಿಸು,sanne māḍu / sūcisu
933,signal (electronic transmission),noun,b1,nan,ಸಿಗ್ನಲ್ / ಸಂಕೇತ,signal / saṁkēta
934,to signal (to make a gesture),verb,b1,transitive,ಸನ್ನೆ ಮಾಡು / ಸೂಚಿಸು,sanne māḍu / sūcisu
935,to signal (to indicate or imply),verb,b1,transitive,ಸೂಚಿಸು / ಸಂಕೇತಿಸು,sūcisu / saṁkētisu
936,signature (on official documents),noun,b2,nan,ಸಹಿ,sahi
937,"signature (formal, legal)",noun,b2,nan,ಸಹಿ,sahi
938,significance,noun,b2,nan,ಮಹತ್ವ / ಪ್ರಾಮುಖ್ಯತೆ / ಅರ್ಥ,mahatva / prāmukhyate / artha
939,significance (meaning),noun,b2,nan,ಅರ್ಥ / ಮಹತ್ವ,artha / mahatva
940,significant (meaningful or indicative),adjective,b2,nan,ಮಹತ್ವದ / ಅರ್ಥಪೂರ್ಣ / ಸೂಚಕ,mahatvada / arthapūrṇa / sūcaka
941,significant (important),adjective,b2,nan,ಪ್ರಮುಖ / ಮಹತ್ವದ,pramukha / mahatvada
942,"significantly (to a great extent, noteworthy amount)",adverb,b2,nan,ಗಣನೀಯವಾಗಿ / ಗಮನಾರ್ಹವಾಗಿ,gaṇanīyavāgi / gamanārhavāgi
943,"significantly (importantly, critically)",adverb,b2,nan,ಮುಖ್ಯವಾಗಿ / ಮಹತ್ವಪೂರ್ಣವಾಗಿ,mukhyavāgi / mahatvapūrṇavāgi
944,silence (refusal to speak or comment),noun,b2,nan,ಮೌನ,mauna
945,silence (act of keeping quiet),noun,b2,nan,ಮೌನ / ಶಾಂತತೆ,mauna / śāṁtate
946,sister (older),noun,a1,nan,ಅಕ್ಕ,akka
947,sister (younger),noun,a1,nan,ತಂಗಿ,taṁgi
948,six,number,a1,nan,ಆರು,āru
949,sixteen,number,a1,nan,ಹದಿನಾರು,hadināru
950,sixty,number,a1,nan,ಅರವತ್ತು,aravattu
951,size (clothing standard),noun,a2,nan,ಅಳತೆ / ಗಾತ್ರ / ಸೈಜು,aḷate / gātra / saiju
952,sketch (short comedic performance),noun,c1,nan,ಕಿರುನಾಟಕ / ಹಾಸ್ಯನಾಟಕ / ಸ್ಕೆಚ್,kirunāṭaka / hāsyanāṭaka / skec
953,ski,adjective,a2,nan,ಸ್ಕೀ,skī
954,ski,noun,a2,nan,ಸ್ಕೀ,skī
955,to ski,verb,a2,intransitive,ಸ್ಕೀ ಮಾಡು,skī māḍu
956,skiing,noun,a2,nan,ಸ್ಕೀಯಿಂಗ್ / ಸ್ಕೀ ಆಟ,skīyiṁg / skī āṭa
957,"skin (of fruit, vegetable, peel)",noun,a2,nan,ಸಿಪ್ಪೆ / ತೊಗಟೆ,sippe / togaṭe
958,to skip rope,verb,c1,intransitive,ಹಗ್ಗ ಜಿಗಿ,hagga jigi
959,skull,noun,b2,nan,ತಲೆಬುರುಡೆ,taleburuḍe
960,slavery,noun,c1,nan,ಗುಲಾಮಗಿರಿ / ದಾಸ್ಯ,gulāmagiri / dāsya
961,"slice (share, portion)",noun,b1,nan,ತುಂಡು / ಭಾಗ / ಪಾಲು,tuṁḍu / bhāga / pālu
962,slide (playground equipment),noun,b2,nan,ಜಾರುಬಂಡಿ / ಸ್ಲೈಡ್,jārubaṁḍi / slaiḍ
963,"to slide (move smoothly, slip)",verb,b2,intransitive,ಜಾರು / ಜಾರಿಬೀಳು,jāru / jāribīḷu
964,to slide (move something across a surface),verb,b2,transitive,ಜಾರಿಸು / ಸರಿಸು,jārisu / sarisu
965,"to smile ,  to laugh",verb,a2,intransitive,ನಗು / ಮುಗುಳುನಗೆ ಬೀರು,nagu / muguḷunage bīru
966,to smoke,verb,a2,transitive,ಧೂಮಪಾನ ಮಾಡು / ಸೇದು,dhūmapāna māḍu / sēdu
967,"soft (gentle, quiet)",adjective,a2,nan,ಮೃದು / ಸೌಮ್ಯ / ಮೆದು,mr̥du / saumya / medu
968,solid,noun,b1,nan,ಘನವಸ್ತು / ಗಟ್ಟಿ,ghanavastu / gaṭṭi
969,some,determiner,a1,nan,ಕೆಲವು / ಒಂದಿಷ್ಟು,kelavu / oṁdiṣṭu
970,sometime (former or erstwhile),adverb,b2,nan,ಹಿಂದೊಮ್ಮೆ / ಒಂದು ಕಾಲದಲ್ಲಿ,hiṁdomme / oṁdu kāladalli
971,somewhere,adverb,a2,nan,ಎಲ್ಲೋ / ಯಾವುದೋ ಕಡೆ,ellō / yāvudō kaḍe
972,somewhere,pronoun,a2,nan,ಎಲ್ಲೋ ಒಂದು ಕಡೆ,ellō oṁdu kaḍe
973,soon,adverb,a1,nan,ಬೇಗ / ಶೀಘ್ರದಲ್ಲೇ,bēga / śīghradallē
974,"specialist (person, expert)",adjective,b2,nan,ತಜ್ಞ / ವಿಶೇಷಜ್ಞ,tajña / viśēṣajña
975,speech,noun,a2,nan,ಭಾಷಣ / ಮಾತು / ನುಡಿ,bhāṣaṇa / mātu / nuḍi
976,to speed,noun,a2,intransitive,ವೇಗ ಹೆಚ್ಚಿಸು / ವೇಗವಾಗಿ ಹೋಗು,vēga heccisu / vēgavāgi hōgu
977,to spell,verb,a1,transitive,ಕಾಗುಣಿತ ಹೇಳು / ಅಕ್ಷರ ಜೋಡಿಸು,kāguṇita hēḷu / akṣara jōḍisu
978,"split (division, schism)",noun,b2,nan,ವಿಭಜನೆ / ಒಡಕು / ಭಿನ್ನತೆ,vibhajane / oḍaku / bhinnate
979,"to split (physically, to cleave)",verb,b2,transitive,ಸೀಳು / ಒಡೆ / ವಿಭಜಿಸು,sīḷu / oḍe / vibhajisu
980,to split (to divide resources or share),verb,b2,transitive,ಹಂಚು / ವಿಭಜಿಸು,haṁcu / vibhajisu
981,to spoil (to ruin or damage something),verb,b2,transitive,ಹಾಳುಮಾಡು / ಕೆಡಿಸು / ನಾಶಮಾಡು,hāḷumāḍu / keḍisu / nāśamāḍu
982,to spoil (to pamper a person),verb,b2,transitive,ಮುದ್ದಿಸು / ಅತಿಯಾಗಿ ಪ್ರೀತಿ ತೋರಿಸು,muddisu / atiyāgi prīti tōrisu
983,"spoken (said, uttered)",adjective,b1,nan,ಹೇಳಿದ / ನುಡಿದ,hēḷida / nuḍida
984,spoken (conversational language),adjective,b1,nan,ಆಡುಭಾಷೆ / ವ್ಯವಹಾರಿಕ ಭಾಷೆ,āḍubhāṣe / vyavahārika bhāṣe
985,spokesperson,noun,b2,nan,ಪ್ರವಕ್ತಾರ / ವಕ್ತಾರ,pravaktāra / vaktāra
986,spokeswoman,noun,b2,nan,ವಕ್ತಾರೆ / ಮಹಿಳಾ ಪ್ರವಕ್ತಾರ,vaktāre / mahiḷā pravaktāra
987,spokesperson,noun,b2,nan,ಪ್ರವಕ್ತಾರ / ವಕ್ತಾರ,pravaktāra / vaktāra
988,spokesperson (neutral),noun,b2,nan,ಪ್ರವಕ್ತಾರ / ವಕ್ತಾರ,pravaktāra / vaktāra
989,spokesman (male),noun,b2,nan,ವಕ್ತಾರ / ಪುರುಷ ಪ್ರವಕ್ತಾರ,vaktāra / puruṣa pravaktāra
990,to sponsor,noun,b2,transitive,ಪ್ರಾಯೋಜಿಸು / ಬೆಂಬಲಿಸು,prāyōjisu / beṁbalisu
991,"to sponsor (a bill, legislation)",verb,b2,transitive,ಮಸೂದೆ ಮಂಡಿಸು / ಮಸೂದೆಗೆ ಬೆಂಬಲ ನೀಡು,masūde maṁḍisu / masūdege beṁbala nīḍu
992,to sponsor (guaranteeing someone),verb,b2,transitive,ಜಾಮೀನು ನೀಡು / ಖಾತರಿ ನೀಡು,jāmīnu nīḍu / khātari nīḍu
993,sponsorship,noun,b2,nan,ಪ್ರಾಯೋಜಕತ್ವ / ಬೆಂಬಲ,prāyōjakatva / beṁbala
994,spoon,noun,a2,nan,ಚಮಚ / ಸೌಟು,camaca / sauṭu
995,sport,noun,a1,nan,ಕ್ರೀಡೆ / ಆಟ,krīḍe / āṭa
996,sporting (related to sports),adjective,b2,nan,ಕ್ರೀಡಾ / ಕ್ರೀಡಾ ಸಂಬಂಧಿ,krīḍā / krīḍā saṁbaṁdhi
997,"sporting (fair, generous)",adjective,b2,nan,ಕ್ರೀಡಾ ಮನೋಭಾವದ / ನ್ಯಾಯಯುತ / ಉದಾರ,krīḍā manōbhāvada / nyāyayuta / udāra
998,spot (mark or stain),noun,b1,nan,ಕಲೆ / ಮಚ್ಚೆ,kale / macce
999,spot (location),noun,b1,nan,ಸ್ಥಳ / ಜಾಗ / ನೆಲೆ,sthaḷa / jāga / nele
1000,to spot,verb,b2,transitive,ಕಾಣು / ಗುರುತಿಸು / ಪತ್ತೆಹಚ್ಚು,kāṇu / gurutisu / pattehaccu
1001,spotlight (physical lamp),noun,c1,nan,ಸ್ಪಾಟ್‌ಲೈಟ್ / ಪ್ರಕಾಶ ದೀಪ / ಕೇಂದ್ರೀಕೃತ ದೀಪ,spāṭlaiṭ / prakāśa dīpa / kēṁdrīkr̥ta dīpa
1002,"spotlight (attention, focus)",noun,c1,nan,ಗಮನ / ಪ್ರಚಾರ / ಕೇಂದ್ರಬಿಂದು / ಬೆಳಕು,gamana / pracāra / kēṁdrabiṁdu / beḷaku
1003,spouse (husband),noun,c1,nan,ಗಂಡ / ಪತಿ,gaṁḍa / pati
1004,spouse (wife),noun,c1,nan,ಹೆಂಡತಿ / ಪತ್ನಿ / ಭಾರ್ಯೆ,heṁḍati / patni / bhārye
1005,spread (food item),noun,b2,nan,ಸ್ಪ್ರೆಡ್ / ಹರಡುವ ಪದಾರ್ಥ,spreḍ / haraḍuva padārtha
1006,spread (bed covering),noun,b2,nan,ಹಾಸಿಗೆ ಹೊದಿಕೆ / ಹೊದಿಕೆ,hāsige hodike / hodike
1007,bedspread,noun,b2,nan,ಹಾಸಿಗೆ ಹೊದಿಕೆ / ಹೊದಿಕೆ,hāsige hodike / hodike
1008,to send,verb,a1,transitive,ಕಳುಹಿಸು / ರವಾನಿಸು,kaḷuhisu / ravānisu
1009,"senior (older, elder)",adjective,b2,nan,ಹಿರಿಯ / ವರಿಷ್ಠ,hiriya / variṣṭha
1010,sensation (feeling or perception),noun,c1,nan,ಸಂವೇದನೆ / ಅನುಭವ / ಭಾವನೆ,saṁvēdane / anubhava / bhāvane
1011,sensation (public stir or excitement),noun,c1,nan,ಸಂಚಲನ / ಸುದ್ದಿ,saṁcalana / suddi
1012,sense (faculty),noun,a2,nan,ಇಂದ್ರಿಯ / ಜ್ಞಾನೇಂದ್ರಿಯ,iṁdriya / jñānēṁdriya
1013,sense (judgment),noun,a2,nan,ವಿವೇಚನೆ / ತಿಳುವಳಿಕೆ / ಗ್ರಹಿಕೆ,vivēcane / tiḷuvaḷike / grahike
1014,common sense,noun,a2,nan,ಸಾಮಾನ್ಯ ಜ್ಞಾನ / ಲೋಕಜ್ಞಾನ / ವಿವೇಕ,sāmānya jñāna / lōkajñāna / vivēka
1015,"sense (feeling, awareness)",noun,a2,nan,ಅರಿವು / ಭಾವನೆ / ಪ್ರಜ್ಞೆ,arivu / bhāvane / prajñe
1016,"to sense (intuitively, feel)",verb,b2,transitive,ಗ್ರಹಿಸು / ಅರಿತುಕೋ / ಭಾವಿಸು,grahisu / aritukō / bhāvisu
1017,"to sense (to detect input, like a sensor)",verb,b2,transitive,ಪತ್ತೆಹಚ್ಚು / ಗ್ರಹಿಸು / ಸಂವೇದಿಸು,pattehaccu / grahisu / saṁvēdisu
1018,sensible (showing good judgment),adjective,b1,nan,ವಿವೇಕಯುತ / ಬುದ್ಧಿವಂತ / ತಿಳುವಳಿಕೆಯುಳ್ಳ,vivēkayuta / buddhivaṁta / tiḷuvaḷikeyuḷḷa
1019,"sensible (practical, utility)",adjective,b1,nan,ಪ್ರಾಯೋಗಿಕ / ಉಪಯುಕ್ತ / ಸೂಕ್ತ,prāyōgika / upayukta / sūkta
1020,sensitive (confidential or critical),adjective,b2,nan,ಸೂಕ್ಷ್ಮ / ಗೌಪ್ಯ,sūkṣma / gaupya
1021,"sensitivity (emotional, social)",noun,c1,nan,ಸೂಕ್ಷ್ಮತೆ / ಸಂವೇದನಾಶೀಲತೆ / ಭಾವನಾತ್ಮಕತೆ,sūkṣmate / saṁvēdanāśīlate / bhāvanātmakate
