id,english_word,word_class,kannada_translation,verb_transitivity,level
268,"to collect (gather together, assemble)",verb,ಸೇರು / ಒಟ್ಟುಗೂಡು,intransitive,a2
269,"to collect (payment, debt)",verb,ವಸೂಲಿ ಮಾಡು / ಸಂಗ್ರಹಿಸು,transitive,a2
270,"to collect (items, information)",verb,ಸಂಗ್ರಹಿಸು / ಒಟ್ಟುಮಾಡು / ಕೂಡಿಸು,transitive,a2
271,collection (of funds or debt),noun,ವಸೂಲಿ / ಸಂಗ್ರಹ,N/A,b1
272,"collection (of items, art, stamps)",noun,ಸಂಗ್ರಹ / ಸಂಗ್ರಹಣೆ,N/A,b1
273,collective,adjective,ಸಾಮೂಹಿಕ / ಸಮೂಹದ,N/A,c1
274,collector (District Administrative Officer),noun,ಜಿಲ್ಲಾಧಿಕಾರಿ,N/A,b2
275,"collector (of stamps, items, etc.)",noun,ಸಂಗ್ರಾಹಕ / ಸಂಗ್ರಹಕಾರ,N/A,b2
276,college,noun,ಕಾಲೇಜು / ಮಹಾವಿದ್ಯಾಲಯ,N/A,a1
277,collision (physical impact),noun,ಡಿಕ್ಕಿ / ಘರ್ಷಣೆ / ಅಪ್ಪಳಿಸುವಿಕೆ,N/A,c1
278,"collision (clash of interests, ideas)",noun,ಸಂಘರ್ಷ / ಘರ್ಷಣೆ / ವೈರುಧ್ಯ,N/A,c1
279,colonial,adjective,ವಸಾಹತುಶಾಹಿ / ವಸಾಹತಿನ,N/A,c1
280,colony (political state),noun,ವಸಾಹತು / ಅಧೀನ ರಾಜ್ಯ,N/A,b2
281,colony (residential area),noun,ಕಾಲೋನಿ / ಬಡಾವಣೆ,N/A,b2
282,colour,noun,ಬಣ್ಣ / ವರ್ಣ,N/A,a1
283,coloured,adjective,ಬಣ್ಣದ / ವರ್ಣಮಯ,N/A,b1
284,"colourful (vivid, dramatic)",adjective,ವರ್ಣರಂಜಿತ / ಬಣ್ಣಬಣ್ಣದ / ರೋಚಕ,N/A,b2
285,column (pillar or support),noun,ಕಂಬ / ಸ್ತಂಭ,N/A,a2
286,column (in a table or spreadsheet),noun,ಕಾಲಂ / ಅಂಕಣ,N/A,a2
287,column (newspaper feature),noun,ಅಂಕಣ,N/A,a2
288,columnist,noun,ಅಂಕಣಕಾರ,N/A,c1
289,combat,noun,ಹೋರಾಟ / ಯುದ್ಧ / ಕದನ,N/A,c1
290,to combat (a problem or issue),verb,ಹೋರಾಡು / ಎದುರಿಸು,transitive,c1
291,to combat (a disease or issue),verb,ನಿಗ್ರಹಿಸು / ಹತ್ತಿಕ್ಕು,transitive,c1
292,combination (code or sequence),noun,ಸಂಯೋಜನೆ / ಕೂಡಿಕೆ,N/A,b2
293,to combine (to join or integrate),verb,ಸೇರಿಸು / ಒಟ್ಟುಗೂಡಿಸು,transitive,b1
294,"to combine (concepts, integrate)",verb,ಸಂಯೋಜಿಸು / ಒಗ್ಗೂಡಿಸು,transitive,b1
295,to combine (to mix ingredients),verb,ಬೆರೆಸು / ಮಿಶ್ರಣ ಮಾಡು / ಕಲಸು,transitive,b1
296,to come (informal singular),verb,ಬಾ,intransitive,a1
297,"to come (respectful, formal command)",verb,ಬನ್ನಿ,intransitive,a1
298,"attractive (desirable offer, opportunity)",adjective,ಆಕರ್ಷಕ / ಮನಮೋಹಕ / ಸೆಳೆಯುವ,N/A,a2
299,attribute (quality),noun,ಗುಣ / ಲಕ್ಷಣ / ವೈಶಿಷ್ಟ್ಯ,N/A,c1
300,"attribute (symbol, iconography)",noun,ಚಿಹ್ನೆ / ಸಂಕೇತ / ಪ್ರತೀಕ,N/A,c1
301,to attribute (cause or source),verb,ಸಂಬಂಧಿಸು / ಸೇರಿಸು / ಗುಣಲಕ್ಷಣ ನೀಡು,transitive,c1
302,to attribute (blame or formal responsibility),verb,ಆರೋಪಿಸು / ದೂಷಿಸು,transitive,c1
306,"audio (sound, medium)",adjective,ಧ್ವನಿ / ಶ್ರವಣ / ಆಡಿಯೋ,N/A,b2
312,authentic (genuine object),adjective,ನಿಜವಾದ / ಅಸಲಿ / ಅಧಿಕೃತ,N/A,c1
313,"authentic (sincere, true nature)",adjective,ಪ್ರಾಮಾಣಿಕ / ನಿಜವಾದ / ಯಥಾರ್ಥ,N/A,c1
314,author,noun,ಲೇಖಕ / ಬರಹಗಾರ / ಕರ್ತೃ,N/A,a2
315,"authority (power, control)",noun,ಅಧಿಕಾರ / ನಿಯಂತ್ರಣ / ಪ್ರಭುತ್ವ,N/A,b1
316,authority (expert),noun,ತಜ್ಞ / ಪರಿಣತ / ನಿಪುಣ,N/A,b1
317,authority (expert knowledge),noun,ಪರಿಣತಿ / ಪಾಂಡಿತ್ಯ,N/A,b1
318,to authorize,verb,ಅಧಿಕೃತಗೊಳಿಸು / ಅನುಮತಿ ನೀಡು / ಅನುಮೋದಿಸು,transitive,c1
322,automatic (unconscious or involuntary),adjective,ಸಹಜವಾದ / ಅನೈಚ್ಛಿಕ,N/A,b2
323,"automatically (by itself, naturally)",adverb,ತಾನಾಗಿಯೇ / ಸ್ವತಃ,N/A,b2
325,"autonomy (political, institutional)",noun,ಸ್ವಾಯತ್ತತೆ / ಸ್ವಯಂ ಆಡಳಿತ,N/A,c1
326,autonomy (personal freedom),noun,ಸ್ವಾತಂತ್ರ್ಯ / ಸ್ವತಂತ್ರತೆ / ಸ್ವಾಯತ್ತತೆ,N/A,c1
328,"availability (of resources, stock)",noun,ಲಭ್ಯತೆ / ಸಿಗುವಿಕೆ,N/A,c1
329,"availability (of time, person)",noun,ಲಭ್ಯತೆ / ದೊರೆಯುವಿಕೆ,N/A,c1
330,"available (free, not busy)",adjective,ಲಭ್ಯವಿರುವ / ದೊರೆಯುವ / ಖಾಲಿ ಇರುವ,N/A,a2
331,"available (of resources, things)",adjective,ಸಿಗುವ / ದೊರೆಯುವ / ಲಭ್ಯವಿರುವ,N/A,a2
333,average (ordinary quality),adjective,ಸಾಮಾನ್ಯ / ಮಧ್ಯಮ / ಸರಾಸರಿ,N/A,a2
334,average (standard or typical),noun,ಸರಾಸರಿ / ಸಾಮಾನ್ಯ / ಮಧ್ಯಮ,N/A,a2
336,to average (typically be or perform at a rate),verb,ಸರಾಸರಿ ಇರು / ಸರಾಸರಿ ಸಾಧಿಸು,intransitive,b1
337,"to avoid (shirk, evade a responsibility or person)",verb,ತಪ್ಪಿಸಿಕೋ / ದೂರವಿರು / ನಿವಾರಿಸು,transitive,a2
338,to await,verb,ಕಾಯಿ / ನಿರೀಕ್ಷಿಸು,transitive,c1
339,award,noun,ಪ್ರಶಸ್ತಿ / ಬಹುಮಾನ / ಪುರಸ್ಕಾರ,N/A,a2
340,to award,verb,ಪ್ರಶಸ್ತಿ ನೀಡು / ಕೊಡು / ಪುರಸ್ಕರಿಸು,transitive,b1
341,"aware (conscious, mindful)",adjective,ಅರಿವುಳ್ಳ / ಜಾಗರೂಕ / ಗಮನವಿರುವ,N/A,b1
342,to be aware,verb,ಅರಿತಿರು / ಜಾಗರೂಕನಾಗಿರು / ಗಮನವಿಡು,intransitive,b1
343,awareness,noun,ಅರಿವು / ಜಾಗೃತಿ / ಪ್ರಜ್ಞೆ,N/A,b2
344,away (distance or absence),adverb,ದೂರ / ಹೊರಗೆ / ಪಕ್ಕಕ್ಕೆ,N/A,a1
345,away (into storage or hiding),adverb,ಒಳಗೆ / ಎತ್ತಿಟ್ಟು / ಮರೆಮಾಚಿ,N/A,a1
346,put away,verb,ಎತ್ತಿಡು / ಇರಿಸು / ಸಂಗ್ರಹಿಸು,transitive,a1
347,awful (feeling sick or unwell),adjective,ಬಹಳ ಕೆಟ್ಟ / ಅಸಹ್ಯ / ಭಯಂಕರ,N/A,a2
348,awkward (socially uncomfortable),adjective,ಮುಜುಗರದ / ಇರಿಸುಮುರಿಸಿನ / ಅಹಿತಕರ,N/A,b2
349,awkward (clumsy or difficult to handle),adjective,ಕಷ್ಟಕರವಾದ / ಜಟಿಲವಾದ / ಅನಾನುಕೂಲವಾದ,N/A,b2
350,clumsy (person),adjective,ಎಡವಟ್ಟಿನ / ದಡ್ಡ / ಅಸಮರ್ಥ,N/A,b2
351,baby (term of endearment),noun,ಕಂದ / ಚಿನ್ನ / ಪ್ರೀತಿಪಾತ್ರ,N/A,a1
352,back,adjective,ಹಿಂದಿನ / ಹಿಂಭಾಗದ,N/A,a2
353,back,adverb,ಹಿಂದಕ್ಕೆ,N/A,a1
354,back (rear side),noun,ಬೆನ್ನು / ಹಿಂಭಾಗ,N/A,a1
355,"to back (to support, endorse)",verb,ಬೆಂಬಲಿಸು / ಸಹಾಯ ಮಾಡು,transitive,b2
356,to back (a vehicle),verb,ಹಿಂದಕ್ಕೆ ಚಲಾಯಿಸು / ರಿವರ್ಸ್ ಮಾಡು,transitive,b2
357,to back (to bet on),verb,ಬಾಜಿ ಕಟ್ಟು,transitive,b2
358,backdrop (scenery),noun,ಹಿನ್ನೆಲೆ ದೃಶ್ಯ,N/A,c1
359,backdrop (context),noun,ಹಿನ್ನೆಲೆ,N/A,c1
360,background (setting),noun,ಹಿನ್ನೆಲೆ,N/A,a2
361,"background (experience, history)",noun,ಹಿನ್ನೆಲೆ / ಪೂರ್ವಾನುಭವ,N/A,a2
362,background (experience),noun,ಅನುಭವ / ಹಿನ್ನೆಲೆ,N/A,a2
363,backing (support),noun,ಬೆಂಬಲ / ಸಹಾಯ,N/A,c1
364,backing (lining),noun,ಹಿಂಭಾಗದ ಪದರ / ಲೈನಿಂಗ್,N/A,c1
365,backup (data copy),noun,ಬ್ಯಾಕಪ್ ಪ್ರತಿ / ನಕಲು,N/A,c1
366,"backup (support, reinforcement)",noun,ಹೆಚ್ಚುವರಿ ಸಹಾಯ / ಬೆಂಬಲ,N/A,c1
367,backwards (direction),adverb,ಹಿಂದಕ್ಕೆ,N/A,b1
368,backwards (in reverse order),adverb,ಹಿಮ್ಮುಖವಾಗಿ,N/A,b1
369,bacteria,noun,ಸೂಕ್ಷ್ಮಾಣುಜೀವಿ,N/A,b2
370,"bad (sick, unwell)",adjective,ಹುಷಾರಿಲ್ಲದ / ಅನಾರೋಗ್ಯಕರ,N/A,a1
371,"badge (official insignia, emblem)",noun,ಬ್ಯಾಡ್ಜ್ / ಲಾಂಛನ / ಚಿಹ್ನೆ,N/A,b2
372,badly (in a poor manner),adverb,ಕೆಟ್ಟದಾಗಿ,N/A,a2
373,badly (severely or seriously),adverb,ತೀವ್ರವಾಗಿ / ಗಂಭೀರವಾಗಿ,N/A,a2
374,"to bag (place groceries, items inside)",verb,ಚೀಲಕ್ಕೆ ಹಾಕು / ಚೀಲದಲ್ಲಿ ತುಂಬು,transitive,a1
375,bail,noun,ಜಾಮೀನು,N/A,c1
376,"to bake (food, bread, cake)",verb,ಬೇಕ್ ಮಾಡು,transitive,b1
377,"to bake (clay, bricks, pottery)",verb,ಸುಡು,transitive,b1
378,balance (stability),noun,ಸಮತೋಲನ,N/A,b1
379,balance (financial remainder),noun,ಶಿಲ್ಕು,N/A,b1
380,to balance (to achieve equilibrium),verb,ಸಮತೋಲನ ಮಾಡು / ಸಮತೋಲನ ಕಾಯ್ದುಕೊಳ್ಳು,N/A,b1
381,to balance (accounts),verb,ಲೆಕ್ಕ ಸರಿ ಮಾಡು / ಲೆಕ್ಕ ಹೊಂದಿಸು,transitive,b1
382,"balanced (fair, impartial)",adjective,ನಿಷ್ಪಕ್ಷಪಾತದ / ಸಮತೋಲಿತ / ನ್ಯಾಯಯುತ,N/A,b2
383,ball,noun,ಚೆಂಡು,N/A,a1
384,ballet,noun,ಬ್ಯಾಲೆ,N/A,b2
385,"balloon (toy, party item)",noun,ಬಲೂನ್,N/A,b2
386,balloon (aircraft),noun,ವಾಯುನೌಕೆ / ಬಲೂನ್,N/A,b2
387,ballot (voting paper),noun,ಮತಪತ್ರ,N/A,c1
388,"ballot (the process, vote)",noun,ಮತದಾನ,N/A,c1
389,ban,noun,ನಿಷೇಧ,N/A,b1
390,to ban,verb,ನಿಷೇಧಿಸು / ತಡೆ ಹಿಡಿ,transitive,b1
391,"banana (unripe, raw)",noun,ಬಾಳೇ ಕಾಯಿ,N/A,a1
392,band (musical group),noun,ಬ್ಯಾಂಡ್ / ಸಂಗೀತ ತಂಡ,N/A,a1
393,"band (strip, loop, or ring)",noun,ಪಟ್ಟಿ / ಬ್ಯಾಂಡ್ / ಬಳೆ,N/A,a2
394,"bank (river, lake)",noun,ದಡ / ದಂಡೆ / ತೀರ / ತಟ,N/A,a1
395,banner (flag or standard),noun,ಬಾವುಟ / ಧ್ವಜ,N/A,c1
396,banner (web advertisement),noun,ಬ್ಯಾನರ್,N/A,c1
397,bar (establishment for drinks),noun,ಬಾರ್,N/A,a2
398,bar (physical rod or block),noun,ಸಲಾಕೆ / ಕಂಬಿ / ದಂಡ,N/A,a2
399,"to bar (prohibit entry, action)",verb,ತಡೆ ಹಾಕು / ನಿಷೇಧಿಸು,transitive,b2
400,"to bar (fasten a door, gate)",verb,ಚಿಲಕ ಹಾಕು / ಭದ್ರಪಡಿಸು,transitive,b2
401,"bench (judiciary, court)",noun,ನ್ಯಾಯಪೀಠ,N/A,c1
402,bench (sports reserves),noun,ಪರ್ಯಾಯ ಆಟಗಾರರು / ಬೆಂಚ್ ಆಟಗಾರರು,N/A,c1
403,benchmark,noun,ಮಾನದಂಡ / ಪ್ರಮಾಣ,N/A,c1
404,"bend (of the body, limb)",noun,ಬಾಗುವಿಕೆ / ಬಾಗು,N/A,b1
405,to bend (an object),verb,ಬಗ್ಗಿಸು / ಬಾಗಿಸು / ಮಡಿಸು,transitive,b1
406,"to bend (down, over)",verb,ಬಗ್ಗು / ಬಾಗು,intransitive,b1
407,"beneath (unworthy of, lower status)",adjective,ಯೋಗ್ಯವಲ್ಲದ / ಕೆಳಮಟ್ಟದ,N/A,c1
408,"beneficial (for health, welfare)",adjective,ಪ್ರಯೋಜನಕಾರಿ / ಹಿತಕರ / ಲಾಭದಾಯಕ,N/A,b2
409,beneficiary,noun,ಫಲಾನುಭವಿ,N/A,c1
410,benefit (advantage),noun,ಪ್ರಯೋಜನ / ಲಾಭ / ಒಳಿತು,N/A,a2
411,"benefit (financial payment, allowance)",noun,ಭತ್ಯೆ / ಸೌಲಭ್ಯ / ಸಹಾಯಧನ,N/A,a2
412,to benefit (gain advantage),verb,ಪ್ರಯೋಜನ ಪಡೆ / ಲಾಭ ಪಡೆ,intransitive,b1
413,"to benefit (be useful to, aid)",verb,ಪ್ರಯೋಜನ ನೀಡು / ಸಹಾಯ ಮಾಡು / ಒಳಿತು ಮಾಡು,transitive,b1
414,"bent (corrupt, dishonest)",adjective,ಭ್ರಷ್ಟ / ಅಪ್ರಾಮಾಣಿಕ,N/A,b2
415,"bent (determined, intent)",adjective,ದೃಢ ಸಂಕಲ್ಪದ / ನಿರ್ಧಾರಿತ,N/A,b2
416,beside,preposition,ಪಕ್ಕದಲ್ಲಿ / ಹತ್ತಿರ / ಬಳಿ,N/A,b2
417,"besides (moreover, in addition)",adverb,ಇದಲ್ಲದೆ / ಮೇಲಾಗಿ / ಅಲ್ಲದೆ,N/A,b2
418,"besides (except for, other than)",adverb,ಹೊರತು / ಅದರ ಹೊರತಾಗಿ / ಬಿಟ್ಟು,N/A,b2
419,besides (in addition to),preposition,ಇದರ ಜೊತೆಗೆ / ಜೊತೆಗೆ,N/A,b2
420,besides (furthermore),adverb,ಮೇಲಾಗಿ / ಅಲ್ಲದೆ / ಮತ್ತೂ,N/A,b2
421,best,adjective,ಅತ್ಯುತ್ತಮ / ಶ್ರೇಷ್ಠ / ಉತ್ತಮವಾದ,N/A,a1
422,best,adverb,ಅತ್ಯುತ್ತಮವಾಗಿ / ಶ್ರೇಷ್ಠವಾಗಿ / ಅತ್ಯಂತ ಚೆನ್ನಾಗಿ,N/A,a2
423,best (utmost effort),noun,ಗರಿಷ್ಠ ಪ್ರಯತ್ನ / ಪೂರ್ಣ ಪ್ರಯತ್ನ / ಸಂಪೂರ್ಣ ಶ್ರಮ,N/A,a2
424,bet,noun,ಪಣ / ಬೆಟ್,N/A,b2
425,to bet,verb,ಪಣ ತೊಡು / ಬೆಟ್ ಕಟ್ಟು,transitive,b2
426,"to betray (a person, trust, country)",verb,ದ್ರೋಹ ಮಾಡು / ವಂಚಿಸು / ಮೋಸ ಮಾಡು,transitive,c1
427,to betray (to reveal unintentionally),verb,ಬಯಲು ಮಾಡು / ಪ್ರಕಟಿಸು / ಹೊರಹಾಕು,transitive,c1
428,better (in health),adjective,ವಾಸಿ / ಸುಧಾರಿಸಿದ,N/A,a1
429,"better (adjective, superior)",adjective,ಉತ್ತಮ / ಹೆಚ್ಚು ಒಳ್ಳೆಯ / ಶ್ರೇಷ್ಠ,N/A,a2
430,"better (as in 'had better', recommendation)",adverb,ಒಳ್ಳೆಯದು / ಸೂಕ್ತ,N/A,a2
431,"better (adjective, comparative)",adjective,ಇನ್ನೂ ಒಳ್ಳೆಯದು / ಹೆಚ್ಚು ಉತ್ತಮ,N/A,b1
432,"better (adverb, comparative)",adverb,ಇನ್ನೂ ಚೆನ್ನಾಗಿ / ಹೆಚ್ಚು ಉತ್ತಮವಾಗಿ,N/A,b1
433,between,adverb,ಮಧ್ಯೆ / ನಡುವೆ,N/A,a2
434,between,preposition,ಮಧ್ಯೆ / ನಡುವೆ,N/A,a1
435,beyond (spatial location),adverb,ಆಚೆ / ಅತ್ತ,N/A,b2
436,beyond (exceeding limits),adverb,ಮೀರಿ / ದಾಟಿ,N/A,b2
437,beyond (exceeding a limit or ability),preposition,ಮೀರಿ / ದಾಟಿ,N/A,b2
438,beyond (after a specific time),preposition,ನಂತರ / ಆಮೇಲೆ,N/A,b2
439,bias (diagonal direction),noun,ಓರೆ / ವಕ್ರತೆ,N/A,b2
440,cycle (vehicle),noun,ಸೈಕಲ್ / ಬೈಸಿಕಲ್,N/A,a1
441,bid (offer price),noun,ಪ್ರಸ್ತಾವ / ಬೋಲಿ / ಪ್ರಸ್ತಾಪ,N/A,b2
442,bid (attempt),noun,ಪ್ರಯತ್ನ / ಯತ್ನ,N/A,b2
443,to bid (in an auction or tender),verb,ಬೋಲಿ ಹೇಳು / ಪ್ರಸ್ತಾವ ಸಲ್ಲಿಸು,transitive,b2
444,to bid (a greeting or farewell),verb,ಹಾರೈಸು / ಶುಭ ಕೋರು / ನಮಸ್ಕರಿಸು,transitive,b2
445,big,adjective,ದೊಡ್ಡ / ಬೃಹತ್ / ಮಹತ್ತರ,N/A,a1
446,bike (bicycle),noun,ಸೈಕಲ್ / ಬೈಸಿಕಲ್,N/A,a1
447,bike (motorcycle),noun,ಬೈಕ್ / ಮೋಟಾರ್ ಸೈಕಲ್,N/A,a1
448,bill (invoice),noun,ಬಿಲ್ / ಲೆಕ್ಕಪಟ್ಟಿ / ರಸೀದಿ,N/A,a1
449,bill (bird's beak),noun,ಕೊಕ್ಕು,N/A,a1
450,to bill (to invoice),verb,ಬಿಲ್ ಮಾಡು / ಲೆಕ್ಕಪಟ್ಟಿ ನೀಡು / ಇನ್ ವಾಯ್ಸ್ ಕೊಡು,transitive,b2
451,to bill (to promote as),verb,ಜಾಹೀರಾತು ಮಾಡು / ಘೋಷಿಸು / ಪ್ರಚಾರ ಮಾಡು,transitive,b2
452,billion,number,ಬಿಲಿಯನ್ / ನೂರು ಕೋಟಿ,N/A,a2
453,bin,noun,ಡಬ್ಬಾ / ಪೆಟ್ಟಿಗೆ,N/A,a2
454,to bind (to obligate or constrain legally),verb,ಬಾಧ್ಯಸ್ಥರನ್ನಾಗಿ ಮಾಡು / ಕಟ್ಟುಪಾಡು ವಿಧಿಸು,transitive,c1
455,to bind (pages into a book),verb,ಕಟ್ಟಿಸು / ಹೊಲಿಸು,transitive,c1
456,autobiography,noun,ಆತ್ಮ ಚರಿತ್ರೆ / ಸ್ವಚರಿತ್ರೆ,N/A,c1
457,biological (related to biology),adjective,ಜೈವಿಕ / ಜೀವಶಾಸ್ತ್ರೀಯ,N/A,b2
458,biological (parent),adjective,ಜೈವಿಕ / ಜನಕ,N/A,b2
459,biology,noun,ಜೀವ ಶಾಸ್ತ್ರ,N/A,a2
460,bird (common),noun,ಹಕ್ಕಿ / ಪಕ್ಷಿ,N/A,a1
461,"bird (general, formal)",noun,ಪಕ್ಷಿ / ಹಕ್ಕಿ,N/A,a1
462,birth,noun,ಜನನ / ಹುಟ್ಟು,N/A,a2
463,birthday,noun,ಹುಟ್ಟಿದ ಹಬ್ಬ / ಜನ್ಮ ದಿನ,N/A,a1
464,biscuit,noun,ಬಿಸ್ಕುಟ್,N/A,a2
465,bishop (religious official),noun,ಬಿಷಪ್,N/A,c1
466,bishop (chess piece),noun,ಆನೆ,N/A,c1
467,bit (small amount),noun,ಸ್ವಲ್ಪ / ಚೂರು,N/A,a2
468,bite (a small amount of food),noun,ತುತ್ತು,N/A,b1
469,"bite (small meal, snack)",noun,ತಿಂಡಿ,N/A,b1
470,bite (insect mark),noun,ಕಡಿತದ ಗುರುತು / ಕಡಿತ,N/A,b1
471,to bite (animal or insect attack),verb,ಕಡಿ,transitive,b1
472,bitter (emotion),adjective,ಕಹಿಯಾದ,N/A,b2
473,bizarre,adjective,ವಿಚಿತ್ರವಾದ / ವಿಲಕ್ಷಣವಾದ,N/A,c1
474,"black (dark, evil)",adjective,ಕರಾಳ / ಅಂಧಕಾರಮಯ,N/A,a2
475,black (color),noun,ಕಪ್ಪು,N/A,a1
476,"black (illicit, as in black money)",noun,ಕಪ್ಪು,N/A,a2
477,blade (cutting edge of a knife or razor),noun,ಅಲಗು,N/A,c1
478,blade (flat part of a leaf),noun,ಎಲೆಯ ಅಗಲ ಭಾಗ / ಪತ್ರದಳ,N/A,c1
479,blade (vane of a fan or propeller),noun,ರೆಕ್ಕೆ,N/A,c1
480,"blame (accusation, charge)",noun,ಆರೋಪ / ದೋಷ,N/A,b2
481,to blame (harshly or denounce),verb,ದೂಷಿಸು / ಆರೋಪಿಸು / ಹಳಿಸು,transitive,b2
482,blank (empty),adjective,ಖಾಲಿ / ಶೂನ್ಯ,N/A,a2
483,blank (expressionless),adjective,ಭಾವರಹಿತ / ನಿರ್ಭಾವ,N/A,a2
484,blank (empty space),noun,ಖಾಲಿ ಜಾಗ / ಬಿಟ್ಟ ಸ್ಥಳ,N/A,a2
485,"blanket (thick layer, covering)",noun,ದಟ್ಟವಾದ ಪದರ / ಆವರಣ,N/A,b2
486,blast (explosion),noun,ಸ್ಫೋಟ,N/A,c1
487,blast (enjoyable time),noun,ಭರ್ಜರಿ ಮಜಾ / ಮೋಜು,N/A,c1
488,to blast (with explosives),verb,ಸ್ಫೋಟಿಸು,transitive,c1
489,to blast (criticize harshly),verb,ತೀವ್ರವಾಗಿ ಟೀಕಿಸು / ಖಂಡಿಸು,transitive,c1
490,to blast (play music loudly),verb,ಜೋರಾಗಿ ಹಾಕು / ಗಟ್ಟಿಯಾಗಿ ಹಾಕು,transitive,c1
491,to bleed (financially),verb,ಆರ್ಥಿಕವಾಗಿ ನಷ್ಟ ಅನುಭವಿಸು / ಹಣ ಕಳೆದುಕೊ,intransitive,c1
492,to bleed (color),verb,ಬಣ್ಣ ಹರಡು / ಬಣ್ಣ ಬಿಡು,intransitive,c1
493,blend,noun,ಮಿಶ್ರಣ,N/A,c1
494,"to blend (ingredients, substances)",verb,ಬೆರೆಸು / ಕಲಸು / ಮಿಶ್ರಣ ಮಾಡು,transitive,c1
495,"to blend (integrate, fit in)",verb,ಹೊಂದಿಸಿಕೊ / ಒಂದಾಗು / ಸಮ್ಮಿಲನಗೊಳ್ಳು,intransitive,c1
496,to bless (to confer a boon or fortune),verb,ಆಶೀರ್ವದಿಸು / ವರ ನೀಡು,transitive,c1
497,comedy (humor or wit),noun,ಹಾಸ್ಯ,N/A,a2
498,"comfort (state of ease, luxury)",noun,ಆರಾಮ / ಸುಖ,N/A,b2
499,"comfort (solace, consolation)",noun,ಸಮಾಧಾನ / ಸಾಂತ್ವನ,N/A,b2
500,"to comfort (to console, give solace)",verb,ಸಮಾಧಾನ ಮಾಡು / ಸಮಾಧಾನಿಸು / ಸಾಂತ್ವನ ಹೇಳು / ಆಶ್ವಾಸನೆ ನೀಡು,transitive,b2
501,to comfort (to calm general worry or distress),verb,ಸಮಾಧಾನಿಸು / ಸಮಾಧಾನ ಪಡಿಸು / ಧೈರ್ಯ ಹೇಳು,transitive,b2
502,comfortable (general comfort),adjective,ಆರಾಮದಾಯಕ / ಸುಖಕರ / ಹಾಯಾದ,N/A,a2
503,comfortable (at ease),adjective,ಆರಾಮವಾಗಿರುವ / ನೆಮ್ಮದಿಯಾದ / ಸೌಖ್ಯವಾದ,N/A,a2
504,comic,adjective,ಹಾಸ್ಯಮಯ / ತಮಾಷೆಯ / ವಿನೋದಮಯ,N/A,b2
505,"comic (book, magazine)",noun,ಕಾಮಿಕ್ ಪುಸ್ತಕ / ಚಿತ್ರಕಥೆ,N/A,b2
506,comic (comedian),noun,ಹಾಸ್ಯಗಾರ / ಹಾಸ್ಯ ಕಲಾವಿದ / ಕಾಮಿಡಿಯನ್,N/A,b2
507,command (authority),noun,ನಿಯಂತ್ರಣ / ಅಧಿಕಾರ / ಆಡಳಿತ,N/A,b2
508,command (order),noun,ಆಜ್ಞೆ / ಆದೇಶ / ನಿರ್ದೇಶನ,N/A,b2
509,to command (to be in charge of),verb,ನೇತೃತ್ವ ವಹಿಸು / ಮುನ್ನಡೆಸು / ಆಡಳಿತ ನಡೆಸು,transitive,b2
510,to command (to order),verb,ಆಜ್ಞಾಪಿಸು / ಆದೇಶಿಸು / ನಿರ್ದೇಶಿಸು,transitive,b2
511,"to command (to demand attention, respect)",verb,ಗೌರವ ಗಳಿಸು / ಗಮನ ಸೆಳೆ / ಪ್ರಭಾವ ಬೀರು,transitive,b2
512,commander (chief officer of a police unit or mission),noun,ಕಮಾಂಡರ್ / ದಂಡನಾಯಕ / ಮುಖ್ಯಸ್ಥ,N/A,b2
513,to commence,verb,ಪ್ರಾರಂಭಿಸು / ಆರಂಭಿಸು / ಶುರು ಮಾಡು,intransitive,c1
