english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
cow,noun,ಹಸು / ಗೋವು,hasu / gōvu,,a1
cream (lotion or ointment),noun,ಕ್ರೀಮ್ / ಲೇಪನ / ಮುಲಾಮು,krīm / lēpana / mulāmu,,a1
culture,noun,ಸಂಸ್ಕೃತಿ / ಸಂಪ್ರದಾಯ,saṁskr̥ti / saṁpradāya,,a1
cup,noun,ಬಟ್ಟಲು / ಲೋಟ,baṭṭalu / lōṭa,,a1
cup (loanword),noun,ಕಪ್,kap,,a1
customer,noun,ಗ್ರಾಹಕ / ಕಸ್ಟಮರ್,grāhaka / kasṭamar,,a1
cycle (vehicle),noun,ಸೈಕಲ್ / ಬೈಸಿಕಲ್,saikal / baisikal,,a1
dad,noun,ಅಪ್ಪ / ಅಪ್ಪಾಜಿ,appa / appāji,,a1
dad (common spoken),noun,ಅಪ್ಪ / ಡ್ಯಾಡಿ,appa / ḍyāḍi,,a1
dancer (female),noun,ನರ್ತಕಿ / ನೃತ್ಯಗಾರ್ತಿ,nartaki / nr̥tyagārti,,a1
dancer (male),noun,ನರ್ತಕ / ನೃತ್ಯಗಾರ,nartaka / nr̥tyagāra,,a1
dancing (general act),noun,ಕುಣಿತ / ನೃತ್ಯ,kuṇita / nr̥tya,,a1
"dancing (performance, classical)",noun,ನೃತ್ಯ / ನರ್ತನ,nr̥tya / nartana,,a1
dangerous,adjective,ಅಪಾಯಕಾರಿ / ಅಪಾಯಕರ,apāyakāri / apāyakara,,a1
dark (deep in color),adjective,ಗಾಢ,gāḍha,,a1
date (calendar time),noun,ದಿನಾಂಕ,dināṁka,,a1
date (fruit),noun,ಖರ್ಜೂರ,kharjūra,,a1
daughter,noun,ಮಗಳು / ಪುತ್ರಿ,magaḷu / putri,,a1
day (24-hour period),noun,ದಿನ,dina,,a1
"day (daytime, light period)",noun,ಹಗಲು,hagalu,,a1
"dear (addressing someone in speech, writing)",adjective,ಪ್ರಿಯ,priya,,a1
dear (beloved),adjective,ಪ್ರಿಯವಾದ / ಆತ್ಮೀಯ,priyavāda / ātmīya,,a1
december,noun,ಡಿಸೆಂಬರ್,ḍiseṁbar,,a1
decision (common choice),noun,ನಿರ್ಧಾರ / ತೀರ್ಮಾನ,nirdhāra / tīrmāna,,a1
description,noun,ವಿವರಣೆ / ವರ್ಣನೆ / ನಿರೂಪಣೆ,vivaraṇe / varṇane / nirūpaṇe,,a1
"design (pattern, style)",noun,ನಮೂನೆ / ಶೈಲಿ / ವಿನ್ಯಾಸ,namūne / śaili / vinyāsa,,a1
"design (plan, structure)",noun,ವಿನ್ಯಾಸ / ಯೋಜನೆ / ರಚನೆ,vinyāsa / yōjane / racane,,a1
desk,noun,ಮೇಜು / ಡೆಸ್ಕ್,mēju / ḍesk,,a1
detail,noun,ವಿವರ / ಅಂಶ / ಮಾಹಿತಿ,vivara / aṁśa / māhiti,,a1
"dialogue (script, film)",noun,ಸಂಭಾಷಣೆ / ಮಾತುಕತೆ,saṁbhāṣaṇe / mātukate,,a1
dictionary,noun,ನಿಘಂಟು / ಕೋಶ,nighaṁṭu / kōśa,,a1
diet (restrictive eating plan),noun,ಆಹಾರ ನಿಯಮ / ಪಥ್ಯ / ಡಯಟ್,āhāra niyama / pathya / ḍayaṭ,,a1
difference,noun,ವ್ಯತ್ಯಾಸ / ಭಿನ್ನತೆ / ಬೇರೆತನ,vyatyāsa / bhinnate / bēretana,,a1
dinner,noun,ರಾತ್ರಿ ಊಟ / ಭೋಜನ,rātri ūṭa / bhōjana,,a1
"dish (plate, container)",noun,ತಟ್ಟೆ / ಪಾತ್ರೆ,taṭṭe / pātre,,a1
dish (prepared food),noun,ಖಾದ್ಯ / ತಿಂಡಿ / ಅಡುಗೆ,khādya / tiṁḍi / aḍuge,,a1
dog,noun,ನಾಯಿ / ಶ್ವಾನ,nāyi / śvāna,,a1
dollar,noun,ಡಾಲರ್,ḍālar,,a1
door,noun,ಬಾಗಿಲು / ಕದ / ದ್ವಾರ,bāgilu / kada / dvāra,,a1
down,preposition,ಕೆಳಗೆ / ಕೆಳಕ್ಕೆ,keḷage / keḷakke,,a1
"down (emotionally, sad)",adverb,ಖಿನ್ನವಾಗಿ / ದುಃಖಿತವಾಗಿ / ಬೇಸರದಿಂದ,khinnavāgi / duḥkhitavāgi / bēsaradiṁda,,a1
downstairs (location),adverb,ಕೆಳಮಹಡಿಯಲ್ಲಿ / ಕೆಳಗೆ,keḷamahaḍiyalli / keḷage,,a1
dress (clothing),noun,ಬಟ್ಟೆ / ಉಡುಗೆ / ವಸ್ತ್ರ,baṭṭe / uḍuge / vastra,,a1
"dress (clothing, attire)",noun,ಉಡುಗೆ / ಬಟ್ಟೆ / ವಸ್ತ್ರ,uḍuge / baṭṭe / vastra,,a1
dress (frock or gown),noun,ಗೌನ್ / ಉಡುಗೆ,gaun / uḍuge,,a1
dress (frock),noun,ಫ್ರಾಕ್ / ಉಡುಗೆ,phrāk / uḍuge,,a1
drink (alcoholic beverage),noun,ಮದ್ಯ / ಹೆಂಡ / ಶರಾಬು,madya / heṁḍa / śarābu,,a1
"driver (operator of vehicle, colloquial)",noun,ಡ್ರೈವರ್ / ಚಾಲಕ,ḍraivar / cālaka,,a1
"driver (operator of vehicle, formal)",noun,ಚಾಲಕ / ಸಾರಥಿ,cālaka / sārathi,,a1
during (the period of time),preposition,ಸಮಯದಲ್ಲಿ / ವೇಳೆ,samayadalli / vēḷe,,a1
dvd,noun,ಡಿವಿಡಿ,ḍiviḍi,,a1
"each (as a determiner, e.g., each day)",determiner,ಪ್ರತಿ,prati,,a1
"each (each one, individually)",adverb,ಪ್ರತಿಯೊಂದೂ / ಒಂದೊಂದಾಗಿ,pratiyoṁdū / oṁdoṁdāgi,,a1
"each (each one, individually, for people)",pronoun,ಪ್ರತಿಯೊಬ್ಬ,pratiyobba,,a1
each (one per person/item),pronoun,ಒಂದಕ್ಕೆ / ಒಬ್ಬೊಬ್ಬರಿಗೆ,oṁdakke / obbobbarige,,a1
each (per unit),pronoun,ಪ್ರತಿಯೊಬ್ಬರೂ / ಪ್ರತಿಯೊಂದೂ,pratiyobbarū / pratiyoṁdū,,a1
each (per unit/for each one),determiner,ಪ್ರತಿಯೊಂದಕ್ಕೆ / ಪ್ರತಿ ಯೂನಿಟ್‌ಗೆ,pratiyoṁdakke / prati yūniṭge,,a1
ear,noun,ಕಿವಿ,kivi,,a1
early,adverb,ಬೇಗ / ಮುಂಚೆ,bēga / muṁce,,a1
"early (historical, primitive)",adjective,ಪೂರ್ವದ / ಆದಿಯ,pūrvada / ādiya,,a1
early (initial or primitive),adjective,ಆರಂಭದ / ಪ್ರಾಥಮಿಕ,āraṁbhada / prāthamika,,a1
early morning,noun,ಬೆಳಗ್ಗೆ / ಮುಂಜಾನೆ / ಪ್ರಭಾತ,beḷagge / muṁjāne / prabhāta,,a1
east,noun,ಪೂರ್ವ / ಪೂರ್ವದಿಕ್ಕು,pūrva / pūrvadikku,,a1
"east (adverbially, towards)",adverb,ಪೂರ್ವಕ್ಕೆ,pūrvakke,,a1
east (eastern),adjective,ಪೂರ್ವ / ಪೂರ್ವದ,pūrva / pūrvada,,a1
east (moving toward the direction),adverb,ಪೂರ್ವಕ್ಕೆ,pūrvakke,,a1
east (the direction),adverb,ಪೂರ್ವಕ್ಕೆ / ಪೂರ್ವದಿಕ್ಕಿಗೆ,pūrvakke / pūrvadikkige,,a1
"east (the direction, adj.)",adjective,ಪೂರ್ವದ,pūrvada,,a1
"east (the direction, noun)",noun,ಪೂರ್ವ,pūrva,,a1
eastern,adjective,ಪೂರ್ವದ,pūrvada,,a1
easy (simple or straightforward nature),adjective,ಸುಲಭ / ಸರಳ / ಸಲೀಸು,sulabha / saraḷa / salīsu,,a1
easy (simple or straightforward),adjective,ಸುಲಭ / ಸರಳ / ಅನುಕೂಲ,sulabha / saraḷa / anukūla,,a1
eatery (simple dining place),noun,ಹೋಟೆಲ್ / ಉಪಹಾರ ಮಂದಿರ / ಊಟದ ಮನೆ,hōṭel / upahāra maṁdira / ūṭada mane,,a1
egg,noun,ಮೊಟ್ಟೆ,moṭṭe,,a1
eight,number,ಎಂಟು,eṁṭu,,a1
eighteen,number,ಹದಿನೆಂಟು,hadineṁṭu,,a1
eighty,number,ಎಂಭತ್ತು,eṁbhattu,,a1
elephant,noun,ಆನೆ,āne,,a1
eleven,number,ಹನ್ನೊಂದು,hannoṁdu,,a1
else (other or additional),adverb,ಬೇರೆ / ಇತರ,bēre / itara,,a1
else (otherwise),adverb,ಇಲ್ಲವಾದರೆ / ಅಥವಾ,illavādare / athavā,,a1
"end (conclusion, finish)",noun,ಅಂತ್ಯ / ಮುಕ್ತಾಯ / ಕೊನೆ,aṁtya / muktāya / kone,,a1
"end (physical extremity, tip)",noun,ತುದಿ / ಕೊನೆ / ದಂಡೆ,tudi / kone / daṁḍe,,a1
enough,adverb,ಸಾಕು / ಸಮರ್ಪಕವಾಗಿ,sāku / samarpakavāgi,,a1
enough (a sufficient quantity),pronoun,ಬೇಕಾದಷ್ಟು / ಸಮರ್ಪಕ ಪ್ರಮಾಣ,bēkādaṣṭu / samarpaka pramāṇa,,a1
"enough (stop, that is sufficient)",pronoun,ಸಾಕು,sāku,,a1
"enough! (stop, that's sufficient)",determiner,ಸಾಕು,sāku,,a1
euro,noun,ಯೂರೋ,yūrō,,a1
"even (more, better)",adverb,ಇನ್ನೂ / ಹೆಚ್ಚು,innū / heccu,,a1
even (unexpectedly),adverb,ಕೂಡ / ಸಹ,kūḍa / saha,,a1
"evening (common, colloquial)",noun,ಸಂಜೆ / ಸಾಯಂಕಾಲ,saṁje / sāyaṁkāla,,a1
"evening (formal, dusk)",noun,ಸಾಯಂಕಾಲ / ಮುಸ್ಸಂಜೆ / ಸಂಜೆ,sāyaṁkāla / mussaṁje / saṁje,,a1
event (happening),noun,ಘಟನೆ / ಸಂಭವ,ghaṭane / saṁbhava,,a1
event (planned function),noun,ಕಾರ್ಯಕ್ರಮ / ಸಮಾರಂಭ,kāryakrama / samāraṁbha,,a1
ever (always),adverb,ಯಾವಾಗಲೂ / ಸದಾ,yāvāgalū / sadā,,a1
ever (at any time),adverb,ಎಂದಾದರೂ / ಯಾವಾಗಲಾದರೂ,eṁdādarū / yāvāgalādarū,,a1
every,determiner,ಪ್ರತಿ / ಪ್ರತಿಯೊಂದು / ಎಲ್ಲಾ,prati / pratiyoṁdu / ellā,,a1
everybody,pronoun,ಎಲ್ಲರೂ / ಪ್ರತಿಯೊಬ್ಬರೂ / ಸಕಲರೂ,ellarū / pratiyobbarū / sakalarū,,a1
everyone,pronoun,ಎಲ್ಲರೂ / ಪ್ರತಿಯೊಬ್ಬರೂ / ಸಕಲರೂ,ellarū / pratiyobbarū / sakalarū,,a1
"everything (colloquial, spoken)",pronoun,ಎಲ್ಲಾ / ಎಲ್ಲವೂ,ellā / ellavū,,a1
"everything (standard, complete)",pronoun,ಎಲ್ಲವೂ / ಸಮಸ್ತ / ಸಕಲವೂ,ellavū / samasta / sakalavū,,a1
"exam (test, quiz)",noun,ಪರೀಕ್ಷೆ / ಟೆಸ್ಟ್,parīkṣe / ṭesṭ,,a1
"example (instance, illustration)",noun,ಉದಾಹರಣೆ / ದೃಷ್ಟಾಂತ,udāharaṇe / dr̥ṣṭāṁta,,a1
"example (model, pattern)",noun,ಮಾದರಿ / ನಮೂನೆ,mādari / namūne,,a1
excited (eagerly anticipating),adjective,ಉತ್ಸುಕ / ಸಂತೋಷಗೊಂಡ / ಉಲ್ಲಾಸಗೊಂಡ,utsuka / saṁtōṣagoṁḍa / ullāsagoṁḍa,,a1
"exciting (interesting, inspiring)",adjective,ಆಸಕ್ತಿಕರ / ಪ್ರೇರಕ / ಕುತೂಹಲಕಾರಿ,āsaktikara / prēraka / kutūhalakāri,,a1
"exciting (thrilling, adventurous)",adjective,ರೋಮಾಂಚಕಾರಿ / ಉತ್ತೇಜಕ / ಸಾಹಸಮಯ,rōmāṁcakāri / uttējaka / sāhasamaya,,a1
exercise (physical activity),noun,ವ್ಯಾಯಾಮ / ಕಸರತ್ತು,vyāyāma / kasarattu,,a1
exercise (practice problem),noun,ಅಭ್ಯಾಸ / ಕಸರತ್ತು,abhyāsa / kasarattu,,a1
expensive,adjective,ದುಬಾರಿ / ಹೆಚ್ಚು ಬೆಲೆಯ,dubāri / heccu beleya,,a1
extra,adjective,ಹೆಚ್ಚುವರಿ / ಹೆಚ್ಚು / ಅಧಿಕ,heccuvari / heccu / adhika,,a1
eye,noun,ಕಣ್ಣು,kaṇṇu,,a1
fact,noun,ಸತ್ಯ / ವಾಸ್ತವ / ನಿಜಾಂಶ,satya / vāstava / nijāṁśa,,a1
false (not true),adjective,ಸುಳ್ಳು / ತಪ್ಪು / ಸತ್ಯವಲ್ಲದ,suḷḷu / tappu / satyavallada,,a1
family,noun,ಕುಟುಂಬ / ಸಂಸಾರ / ಮನೆ,kuṭuṁba / saṁsāra / mane,,a1
fantastic (excellent),adjective,ಅದ್ಭುತ / ಅತ್ಯುತ್ತಮ / ಉತ್ತಮ,adbhuta / atyuttama / uttama,,a1
far (extent or degree),adverb,ಬಹಳ / ಹೆಚ್ಚು / ಅತಿ,bahaḷa / heccu / ati,,a1
farm,noun,ಹೊಲ / ಜಮೀನು / ತೋಟ,hola / jamīnu / tōṭa,,a1
farmer,noun,ರೈತ / ಕೃಷಿಕ / ಬೇಸಾಯಗಾರ,raita / kr̥ṣika / bēsāyagāra,,a1
farmer (formal),noun,ರೈತ / ಕೃಷಿಕ,raita / kr̥ṣika,,a1
fast (securely fixed),adjective,ಭದ್ರವಾದ / ದೃಢವಾದ / ಗಟ್ಟಿಯಾದ,bhadravāda / dr̥ḍhavāda / gaṭṭiyāda,,a1
"fast (speedy, rapid)",adverb,ವೇಗವಾಗಿ / ಶೀಘ್ರವಾಗಿ / ತೀವ್ರವಾಗಿ,vēgavāgi / śīghravāgi / tīvravāgi,,a1
father (colloquial),noun,ಅಪ್ಪ / ಅಪ್ಪಯ್ಯ / ತಂದೆ,appa / appayya / taṁde,,a1
father (formal),noun,ತಂದೆ / ಜನಕ / ಪಿತೃ,taṁde / janaka / pitr̥,,a1
"father (formal, biological)",noun,ತಂದೆ / ಜನಕ / ಪಿತೃ,taṁde / janaka / pitr̥,,a1
favourite,noun,ಅಚ್ಚುಮೆಚ್ಚು / ಪ್ರಿಯ / ಇಷ್ಟ,accumeccu / priya / iṣṭa,,a1
february,noun,ಫೆಬ್ರವರಿ,phebravari,,a1
feeding,noun,ಆಹಾರ ನೀಡುವುದು / ತಿನ್ನಿಸುವುದು / ಪೋಷಣೆ,āhāra nīḍuvudu / tinnisuvudu / pōṣaṇe,,a1
"feeling (emotion, sentiment)",noun,ಭಾವನೆ / ಅನಿಸಿಕೆ / ಮನೋಭಾವ,bhāvane / anisike / manōbhāva,,a1
feeling (physical sensation),noun,ಸಂವೇದನೆ / ಅನುಭವ / ಸ್ಪರ್ಶ ಜ್ಞಾನ,saṁvēdane / anubhava / sparśa jñāna,,a1
few,determiner,ಕೆಲವು / ಅಲ್ಪ / ಕಡಿಮೆ ಸಂಖ್ಯೆಯ,kelavu / alpa / kaḍime saṁkhyeya,,a1
"few (a small number, 'a few')",pronoun,ಕೆಲವು / ಒಂದೆರಡು,kelavu / oṁderaḍu,,a1
"few (negative, scarcity)",adjective,ಕಡಿಮೆ ಸಂಖ್ಯೆಯ / ಕೆಲವೇ,kaḍime saṁkhyeya / kelavē,,a1
fifteen,number,ಹದಿನೈದು,hadinaidu,,a1
fifth,ordinal number,ಐದನೇ / ಐದನೆಯ / ಪಂಚಮ,aidanē / aidaneya / paṁcama,,a1
fifty,number,ಐವತ್ತು,aivattu,,a1
film (movie),noun,ಸಿನಿಮಾ / ಚಿತ್ರ / ಚಲನಚಿತ್ರ,sinimā / citra / calanacitra,,a1
film (thin layer),noun,ಪದರ / ಪೊರೆ / ತೆಳುಪದರ,padara / pore / teḷupadara,,a1
"final (exam, match)",adjective,ಅಂತಿಮ / ಕೊನೆಯ,aṁtima / koneya,,a1
"fine (thin, granular)",adjective,ಸೂಕ್ಷ್ಮ / ನುಣುಪು / ಸಣ್ಣ,sūkṣma / nuṇupu / saṇṇa,,a1
fire,noun,ಬೆಂಕಿ / ಅಗ್ನಿ,beṁki / agni,,a1
"first (at first, initially)",adverb,ಮೊದಲು / ಆರಂಭದಲ್ಲಿ / ಪ್ರಾರಂಭದಲ್ಲಿ,modalu / āraṁbhadalli / prāraṁbhadalli,,a1
"first (initially, at the start)",adverb,ಮೊದಲು / ಆರಂಭದಲ್ಲಿ / ಪ್ರಾರಂಭದಲ್ಲಿ,modalu / āraṁbhadalli / prāraṁbhadalli,,a1
"first (initially, before starting)",determiner,ಮೊದಲ / ಪ್ರಥಮ / ಆರಂಭಿಕ,modala / prathama / āraṁbhika,,a1
first (ordinal number),determiner,ಮೊದಲ / ಪ್ರಥಮ / ಒಂದನೆಯ,modala / prathama / oṁdaneya,,a1
fish,noun,ಮೀನು / ಮತ್ಸ್ಯ,mīnu / matsya,,a1
flat,noun,ಫ್ಲಾಟ್ / ಅಪಾರ್ಟ್‌ಮೆಂಟ್ / ಮನೆ,phlāṭ / apārṭmeṁṭ / mane,,a1
flat (apartment),noun,ಫ್ಲ್ಯಾಟ್ / ಅಪಾರ್ಟ್ಮೆಂಟ್,phlyāṭ / apārṭmeṁṭ,,a1
flight (act of flying),noun,ಹಾರಾಟ / ಹಾರುವಿಕೆ,hārāṭa / hāruvike,,a1
flight (airplane journey),noun,ವಿಮಾನ ಪ್ರಯಾಣ / ಫ್ಲೈಟ್ / ವಿಮಾನಯಾನ,vimāna prayāṇa / phlaiṭ / vimānayāna,,a1
floor (story of a building),noun,ಮಹಡಿ / ಅಂತಸ್ತು,mahaḍi / aṁtastu,,a1
floor (surface of a room),noun,ನೆಲ,nela,,a1
flower,noun,ಹೂವು / ಪುಷ್ಪ,hūvu / puṣpa,,a1
"food (meal, main course)",noun,ಊಟ / ಭೋಜನ,ūṭa / bhōjana,,a1
food (sustenance),noun,ಆಹಾರ / ಅನ್ನ / ತಿಂಡಿ,āhāra / anna / tiṁḍi,,a1
foot (base of object),noun,ಬುಡ / ಅಡಿಭಾಗ / ಮೂಲ,buḍa / aḍibhāga / mūla,,a1
football,noun,ಫುಟ್ಬಾಲ್,phuṭbāl,,a1
"for (cost, exchange)",preposition,-ಕ್ಕೆ / ಬದಲಾಗಿ,-kke / badalāgi,,a1
for (duration of time),preposition,ಕಾಲ / ಅವಧಿಗೆ,kāla / avadhige,,a1
"for (purpose, recipient)",preposition,-ಗಾಗಿ / -ಗೋಸ್ಕರ / ಸಲುವಾಗಿ / ಉದ್ದೇಶಿಸಿ,-gāgi / -gōskara / saluvāgi / uddēśisi,,a1
"forest (general, jungle)",noun,ಕಾಡು / ಅರಣ್ಯ,kāḍu / araṇya,,a1
form (document),noun,ಫಾರ್ಮು / ಅರ್ಜಿ / ನಮೂನೆ,phārmu / arji / namūne,,a1
"form (physical structure, appearance)",noun,ರೂಪ / ಸ್ವರೂಪ / ಆಕಾರ,rūpa / svarūpa / ākāra,,a1
form (shape),noun,ಆಕಾರ / ರೂಪ / ಸ್ವರೂಪ,ākāra / rūpa / svarūpa,,a1
forty,number,ನಲವತ್ತು,nalavattu,,a1
four,number,ನಾಲ್ಕು,nālku,,a1
fourteen,number,ಹದಿನಾಲ್ಕು,hadinālku,,a1
free (not costing money),adjective,ಉಚಿತ,ucita,,a1
"free (unconstrained, independent)",adjective,ಸ್ವತಂತ್ರ / ಮುಕ್ತ / ನಿರಂಕುಶ,svataṁtra / mukta / niraṁkuśa,,a1
"fresh (new, not stale)",adjective,ತಾಜಾ / ಹೊಸ / ನವೀನ,tājā / hosa / navīna,,a1
friday,noun,ಶುಕ್ರವಾರ,śukravāra,,a1
fridge,noun,ಫ್ರಿಜ್ / ಶೈತ್ಯಾಗಾರ,phrij / śaityāgāra,,a1
friend (female),noun,ಗೆಳತಿ / ಸ್ನೇಹಿತೆ,geḷati / sneೕhite,,a1
"friend (formal, neutral)",noun,ಸ್ನೇಹಿತ / ಮಿತ್ರ,snēhita / mitra,,a1
friend (male),noun,ಗೆಳೆಯ / ಸ್ನೇಹಿತ,geḷeya / snēhita,,a1
friendly,adjective,ಸ್ನೇಹಪರ / ಗೆಳೆತನದ,snēhapara / geḷetanada,,a1
from,preposition,ಇಂದ / ದಿಂದ,iṁda / diṁda,,a1
front,noun,ಮುಂದುಗಡೆ / ಮುಂಭಾಗ,muṁdugaḍe / muṁbhāga,,a1
fruit (edible item),noun,ಹಣ್ಣು,haṇṇu,,a1
"fruit (result, outcome)",noun,ಫಲ / ಪರಿಣಾಮ,phala / pariṇāma,,a1
full (satiated),adjective,ಹೊಟ್ಟೆ ತುಂಬಿದ / ತೃಪ್ತ,hoṭṭe tuṁbida / tr̥pta,,a1
"fun (joy, happiness)",noun,ಮೋಜು / ಖುಷಿ / ಸಂತೋಷ / ಮಜಾ,mōju / khuṣi / saṁtōṣa / majā,,a1
funny (humorous),adjective,ತಮಾಷೆಯ / ನಗಿಸುವ / ಹಾಸ್ಯಮಯ,tamāṣeya / nagisuva / hāsyamaya,,a1
funny (strange or odd),adjective,ವಿಚಿತ್ರ / ಅಸಹಜ / ಅಪರೂಪದ,vicitra / asahaja / aparūpada,,a1
future,noun,ಭವಿಷ್ಯ,bhaviṣya,,a1
future (noun),noun,ಭವಿಷ್ಯ / ಮುಂದಿನ ಕಾಲ,bhaviṣya / muṁdina kāla,,a1
"game (activity, match)",noun,ಆಟ / ಪಂದ್ಯ / ಕ್ರೀಡೆ,āṭa / paṁdya / krīḍe,,a1
"game (video, digital)",noun,ಗೇಮ್ / ವೀಡಿಯೋ ಆಟ / ಆಟ,geೕm / vīḍiyō āṭa / āṭa,,a1
garden,noun,ತೋಟ / ಉದ್ಯಾನ / ಹೂದೋಟ,tōṭa / udyāna / hūdōṭa,,a1
geography,noun,ಭೂಗೋಳ,bhūgōḷa,,a1
"girl (female minor, child)",noun,ಹುಡುಗಿ / ಬಾಲಕಿ / ಕನ್ಯೆ,huḍugi / bālaki / kanye,,a1
"girl (female minor, formal, legal)",noun,ಬಾಲಕಿ / ಕನ್ಯೆ,bālaki / kanye,,a1
"girlfriend (female friend, platonic)",noun,ಸ್ನೇಹಿತೆ / ಗೆಳತಿ,snēhite / geḷati,,a1
glass (drinking vessel),noun,ಲೋಟ,lōṭa,,a1
glass (material),noun,ಗಾಜು,gāju,,a1
"good (excellent, high quality)",adjective,ಒಳ್ಳೆಯ / ಉತ್ತಮವಾದ / ಶ್ರೇಷ್ಠವಾದ,oḷḷeya / uttamavāda / śrēṣṭhavāda,,a1
"good (nice, pleasant)",adjective,ಚೆನ್ನಾಗಿರುವ / ಹಿತಕರವಾದ / ಸುಂದರವಾದ,cennāgiruva / hitakaravāda / suṁdaravāda,,a1
"goodbye (general, polite or formal)",exclamation,ವಿದಾಯ / ಹೋಗಿ ಬನ್ನಿ,vidāya / hōgi banni,,a1
goodbye (polite departure phrase),noun,ಬರ್ತೀನಿ / ಹೋಗಿ ಬರುತ್ತೇನೆ,bartīni / hōgi baruttēne,,a1
goodbye (when the speaker is leaving temporarily),exclamation,ಹೋಗಿ ಬರುತ್ತೇನೆ / ಬರ್ತೀನಿ,hōgi baruttēne / bartīni,,a1
grandfather (maternal),noun,ಅಮ್ಮಾಜಿ / ಅಜ್ಜ,ammāji / ajja,,a1
grandfather (paternal),noun,ಅಪ್ಪಯ್ಯ / ಅಜ್ಜ,appayya / ajja,,a1
grandmother (maternal),noun,ಅಮ್ಮಮ್ಮ / ಅಜ್ಜಿ,ammamma / ajji,,a1
grandmother (paternal),noun,ಅಜ್ಜಿ,ajji,,a1
"great (excellent, wonderful)",adjective,ಉತ್ತಮ / ಅದ್ಭುತ / ಶ್ರೇಷ್ಠ,uttama / adbhuta / śrēṣṭha,,a1
"great (general approval, good)",adjective,ಒಳ್ಳೆಯ / ಉತ್ತಮ / ಚೆನ್ನಾಗಿರುವ,oḷḷeya / uttama / cennāgiruva,,a1
"great (large, big)",adjective,ದೊಡ್ಡ / ಮಹಾ,doḍḍa / mahā,,a1
"green (leafy vegetables, produce)",noun,ಸೊಪ್ಪು / ತರಕಾರಿ,soppu / tarakāri,,a1
green (unripe),adjective,ಹಸಿ / ಕಚ್ಚಾ,hasi / kaccā,,a1
greeting card,noun,ಶುಭಾಶಯ ಪತ್ರ / ಗ್ರೀಟಿಂಗ್ ಕಾರ್ಡ್,śubhāśaya patra / grīṭiṁg kārḍ,,a1
"greetings ,  hello (respectful standard greeting)",noun,ನಮಸ್ಕಾರ / ನಮಸ್ತೆ,namaskāra / namaste,,a1
"greetings , hello (respectful standard greeting)",noun,ನಮಸ್ಕಾರ / ಶುಭಾಶಯಗಳು,namaskāra / śubhāśayagaḷu,,a1
group,noun,ಗುಂಪು / ತಂಡ / ಸಮೂಹ,guṁpu / taṁḍa / samūha,,a1
guess,noun,ಊಹೆ / ಅಂದಾಜು,ūhe / aṁdāju,,a1
guitar,noun,ಗಿಟಾರ್,giṭār,,a1
gym,noun,ಜಿಮ್ / ವ್ಯಾಯಾಮಶಾಲೆ,jim / vyāyāmaśāle,,a1
half,pronoun,ಅರ್ಧ / ಅರ್ಧದಷ್ಟು,ardha / ardhadaṣṭu,,a1
half (a portion),determiner,ಅರ್ಧ ಭಾಗ / ಅರ್ಧಾಂಶ,ardha bhāga / ardhāṁśa,,a1
hand,noun,ಕೈ / ಹಸ್ತ,kai / hasta,,a1
happy,adjective,ಸಂತೋಷದ / ಖುಷಿಯಾದ / ಆನಂದಮಯ,saṁtōṣada / khuṣiyāda / ānaṁdamaya,,a1
hard (difficult),adjective,ಕಷ್ಟ / ಕಠಿಣ / ದುರ್ಲಭ,kaṣṭa / kaṭhiṇa / durlabha,,a1
hard (forcefully),adverb,ಜೋರಾಗಿ / ಬಲವಾಗಿ / ತೀವ್ರವಾಗಿ,jōrāgi / balavāgi / tīvravāgi,,a1
